id,text,difficulty,max_rank,rank,topics
7117505,I'm very proud to be part of this project.,B2,1735,231,emotions
6622258,"You have everything a man could have—youth, health, strength, education, energy.",B2,1850,232,
4943602,Could you lower the volume of the television?,B2,1806,233,polite requests & manners
6226098,Tom said it was easier to do that than he expected.,B2,1790,234,
7384571,She almost lost her balance.,B2,1782,235,
257937,You are in my thoughts at all times.,B2,1843,236,emotions
27462,"Once you have decided to do something, stick to it.",B2,1802,237,
7234303,I'm very excited about this project.,B2,1860,238,emotions
12149102,People need community and connection.,B2,1788,239,
11565168,Learning a new operating system is never easy.,B2,1833,240,language learning
10611100,"According to the report, he's alive.",B2,1780,241,
6340715,Are you still planning on buying a new computer?,B2,1813,242,future plans & goals
8521089,He sort of liked her.,B2,1795,243,likes & dislikes
62390,This sort of music is not to the taste of everybody.,B2,1924,244,likes & dislikes
6382857,Can you imagine Sami's reaction?,B2,1915,245,
11189418,This means victory.,B2,1926,246,
10959302,A friend is easier lost than found.,B2,1790,247,
3523923,A very well known wine is produced in that region.,B2,1884,248,
11743823,The company's social media presence was an important part of its marketing strategy.,B2,1914,249,
4861669,I've known her forever.,B2,1861,250,
682438,Friends are always willing to help each other.,B2,1976,251,
7681731,I discovered this in the contract.,B2,1855,252,
7735010,I always try to treat people with respect.,B2,1844,253,polite requests & manners
5062408,"Oh, just put it anywhere.",B2,1982,254,
56311,This is the core of the problem.,B2,1892,255,negation
5682425,It doesn't matter how smart you are. You have to have the best information possible to make the best decisions possible.,B2,1933,256,
1349301,"Oh, It's cheap!",B2,1989,257,shopping & prices
10762230,These are effects of stress.,B2,1923,258,
3727569,I've been under a lot of stress.,B2,1923,259,emotions
10965732,Drinking water several times a day is important.,B2,1993,260,
12831822,He helps improve the living standards of other people around him.,B2,1863,261,
12204029,Plants that lack water will die.,B2,2007,262,plants
12075271,"Oh. Hello, Lisa! How are you?",B2,1944,263,greetings & introductions
8821801,We will transfer to a train here.,B2,1971,264,
3205142,I haven't yet been told how much they are willing to pay.,B2,1976,265,
319835,She is behind the times when it comes to clothes.,B2,1932,266,
13027765,What really matters is how we treat each other.,B2,1954,267,
44499,The purchase is on the company's account.,B2,2011,268,
13071112,What path am I taking?,B2,2006,269,directions & locations
9630732,"That was my initial question, too.",B2,1947,270,
11406612,He proposed an alternative plan.,B2,2010,271,
10629714,Are you spending the night in their house?,B2,2015,272,
12774824,He called for a joint effort.,B2,2002,273,
10228149,It's an industrial city.,B2,2001,274,
8187697,Plants make us happy.,B2,2007,275,"plants,emotions"
10012965,"You're really tired, aren't you? You should go straight to bed.",B2,2021,276,
12710219,It cannot be found anywhere else.,B2,1982,277,negation
11190123,The plane started moving.,B2,1958,278,negation
10164508,How many of these road signs do you know?,B2,2014,279,numbers & counting
5740614,No date has been proposed.,B2,2010,280,
7515438,I don't want to be treated like a child.,B2,2022,281,negation
8531704,He went to the museum with her.,B2,2004,282,
6694407,Sami was supporting a son in college.,B2,2018,283,
803258,He would leave the job to his vice president.,B2,2024,284,
12664055,Did he remove them from him?,B2,2013,285,
12600799,I need to consider all options before making a decision.,B2,2005,286,
8398374,He has kept that promise.,B2,2009,287,
2208802,We were looking forward to spending an evening at home alone.,B2,2015,288,
13225693,The death of human is too terrible.,B2,2019,289,emotions
1556525,I treated him like my own son.,B2,2022,290,"family & relationships,emotions"
7437514,Tom and Mary said they felt terrible.,B2,2019,291,emotions
8581721,This feels like a turning point.,B2,2023,292,
12772254,Do I have other options?,B2,2005,293,
12654661,I'm happy with the new purchase.,B2,2011,294,emotions
5744515,The crowd is breaking up.,B2,2034,295,
3918600,Are you dating him?,B2,2035,296,
8562509,We were dating.,B2,2035,297,
11415483,I love arts.,B2,2028,298,likes & dislikes
27070,"Turning to the right, you will find the hospital.",B2,2023,299,directions & locations
1526410,Your wish is my command.,B2,2032,300,"possession (my, your, his)"
8035205,It wasn't intended.,B2,2045,301,negation
954020,Isn't it about time for another beer?,B2,2029,302,
39151,The television set needs to be fixed.,B2,2042,303,
2335040,The sky's the limit.,B2,2047,304,
7270725,Sami filled the glass with wine.,B2,2041,305,
11812241,I don't love him for his intelligence.,B2,2044,306,"negation,likes & dislikes"
8863182,The cat warms my feet.,B2,2025,307,animals
9169216,I want to stand out from the crowd.,B2,2034,308,
262946,We must pay attention to environmental problems.,B2,2040,309,
10569571,We weren't afraid.,B2,2027,310,"negation,emotions"
41644,Such things are beyond my powers.,B2,2050,311,"possession (my, your, his)"
11892474,Try to limit screen time and spend more time being active instead.,B2,2047,312,
10197502,Do you want me to warm it up?,B2,2025,313,polite requests & manners
7957902,She is not my enemy.,B2,2038,314,"negation,personal pronouns"
5576348,The moon was full last night.,B2,2048,315,
10647691,She has much greater command of language and uses a greater variety of words.,B2,2032,316,language learning
6716947,Sami was liked by his crew.,B2,2033,317,
12204699,I can hear the ocean from here.,B2,2049,318,
12243740,Only this will ensure that the message gets across.,B2,2039,319,
274399,I must buy a new suit for my son.,B2,2055,320,family & relationships
12303563,Did you get the car fixed?,B2,2042,321,
4135438,My brothers are already married.,B2,2065,322,family & relationships
11892639,Do you like walking in the forest?,B2,2043,323,likes & dislikes
3932687,Dan was released for good behavior.,B2,2062,324,negation
7111728,That isn't exactly what I intended to do.,B2,2045,325,negation
8319236,My attorney has been calling.,B2,2060,326,likes & dislikes
5858792,I like the ocean.,B2,2049,327,likes & dislikes
45075,The town has many high buildings.,B2,2066,328,negation
8319032,His attorney is not coming.,B2,2060,329,"possession (my, your, his),negation"
11758609,Do you see these great buildings?,B2,2066,330,
13003598,He has high standards for his appearance.,B2,2058,331,"possession (my, your, his)"
69168,You must answer honestly.,B2,2075,332,
288887,He thinks of everything in terms of profit.,B2,2051,333,
5088074,This is just too expensive.,B2,2071,334,shopping & prices
2718429,Everybody wins!,B2,2056,335,
3989700,Dan didn't even wear a suit.,B2,2055,336,negation
2867171,He wanted proof.,B2,2052,337,
12918249,He has proof.,B2,2052,338,
5666286,I grew up in this city.,B2,2072,339,
9149734,Yanni started creating his own professional website.,B2,2068,340,
8533240,There was only a chair next to the table.,B2,2067,341,
8305928,I'll take the most expensive ones.,B2,2071,342,shopping & prices
10727884,Jump up and run!,B2,2078,343,basic verbs & actions
298744,He is planning to launch his business.,B2,2079,344,future plans & goals
2195327,He's deep in debt.,B2,2069,345,
65016,Perhaps they can feel the lines with their bodies.,B2,2064,346,
5642037,My friend has finally paid his entire debt.,B2,2069,347,"possession (my, your, his)"
277962,What are you going to make a survey of?,B2,2091,348,
3935485,"Even in my native language, there are words that I don't know.",B2,2082,349,language learning
21424,The students noted down every word the teacher said.,B2,2083,350,in the classroom
2890376,I planned the whole thing myself.,B2,2085,351,
8369483,I suddenly felt very tired.,B2,2089,352,emotions
6490784,Tom and Mary planned to stay at home by themselves.,B2,2085,353,
3022182,Who designed the sets for the play?,B2,2088,354,
8321390,He wanted to be a writer.,B2,2096,355,
9705245,It would be an honor for me to study your native language with you.,B2,2082,356,"language learning,polite requests & manners"
11639495,Leon is an advanced user.,B2,2095,357,
906773,What's your favorite historical movie?,B2,2073,358,likes & dislikes
12676452,He has honor.,B2,2076,359,
6743559,I wasn't a very nice guy when I was younger.,B2,2098,360,negation
5748022,This is a great honor.,B2,2076,361,
922243,She has an ancient family name.,B2,2099,362,family & relationships
10904856,Each is listed below.,B2,2080,363,
9095500,I'm younger than she is.,B2,2098,364,
2973812,Trees are plants.,B2,2093,365,plants
11673675,Alberto suddenly didn't feel alone in the house.,B2,2089,366,emotions
7160543,Sami's story has got a really good ending.,B2,2108,367,
10760091,Yellow and blue go well together.,B2,2097,368,colors & shapes
3133503,There's also a yellow one.,B2,2097,369,colors & shapes
5732984,I thought the ending was good.,B2,2108,370,
10749214,Some people think that communication isn't important.,B2,2103,371,
1619589,Hello! I'm a new user.,B2,2095,372,
240423,Are there many trees in the park?,B2,2093,373,
4496731,Communication is the key.,B2,2103,374,
8782498,Are you going to download his new album?,B2,2106,375,
12523918,I appreciate the update.,B2,2094,376,
8864387,Send it to my email.,B2,2107,377,
10817661,All the charges were dropped.,B2,2101,378,
7736924,I haven't done anything illegal.,B2,2115,379,
10502493,It contains lemon.,B2,2105,380,
8808889,Is that an express train?,B2,2110,381,
10294332,"Did you get my email? ""I don't know. Let me check.""",B2,2107,382,
11775562,Antonio wanted to avoid being selected.,B2,2127,383,
3183607,Tom is connected with that company.,B2,2104,384,
10637366,How were they formed?,B2,2112,385,
6106014,I have the right to express my opinion!,B2,2110,386,
12767808,Trust is the foundation of strong relationships.,B2,2124,387,
299251,He tried many different methods.,B2,2119,388,
8479750,He was selected.,B2,2127,389,
2014010,Tom doesn't want to be a hero.,B2,2114,390,
10579829,How are stars formed?,B2,2112,391,
238969,Take some exercise every day for your health.,B2,2109,392,
10638676,Let your feelings flow.,B2,2111,393,
908751,Who's your favorite super hero?,B2,2114,394,
12926565,He needed a loan to fund the project.,B2,2118,395,
7970054,Sami didn't want a girlfriend at the time.,B2,2113,396,
7881262,When did life pop up on our planet?,B2,2123,397,
270349,The population is increasing.,B2,2116,398,
11948984,We've recently started living together in a shared flat.,B2,2128,399,
10130428,This bed is very soft.,B2,2130,400,
507360,He reached out for the sugar that was on the other table.,B2,2132,401,
2728845,They took out a loan in order to buy a car.,B2,2118,402,
608885,There is more to life than increasing its speed.,B2,2116,403,
5744432,They stuck to their plan.,B2,2131,404,
6884214,I don't think that there's any sugar left.,B2,2132,405,
285511,His opinion will probably be accepted.,B2,2139,406,
6709066,Sami is inside the office with the officials.,B2,2120,407,
267777,I have some shopping to do.,B2,2129,408,
8973655,You'll find the restaurant on your right.,B2,2125,409,
12776600,They focus on building relationships.,B2,2124,410,
244158,My wife suggested to me that I take her on the trip.,B2,2133,411,
12777484,They supported each other through it all.,B2,2134,412,
3831445,Your hands are really soft.,B2,2130,413,"possession (my, your, his)"
11042018,She uses public transport to get to school.,B2,2137,414,
6872858,I'm sorry to say that I can't help you.,B2,2148,415,polite requests & manners
1571118,I don't see the appeal.,B2,2143,416,"negation,likes & dislikes"
2474693,I'm shopping for my girlfriend.,B2,2129,417,shopping & prices
2646167,Why are you surprised?,B2,2135,418,
13245954,You taught me that yourself.,B2,2136,419,
5814033,I learned far more than I taught.,B2,2136,420,language learning
8405425,She was married to a drama teacher.,B2,2151,421,family & relationships
11287059,She confirmed that.,B2,2149,422,
5519202,This can't possibly be happening.,B2,2148,423,negation
2891988,That would not be appropriate.,B2,2145,424,negation
9956189,Yanni had amazing teachers that fully supported him.,B2,2134,425,
7476592,They put their heads down.,B2,2159,426,
8802249,"You don’t see a golden cup, do you?",B2,2156,427,colors & shapes
5228956,Free entry.,B2,2152,428,
6694462,Sami's story wasn't quite adding up.,B2,2140,429,
59755,This rule can be applied to any case.,B2,2144,430,
7395671,He says he doesn't have a lawyer.,B2,2162,431,negation
8923933,There isn't any public transport in this town.,B2,2137,432,negation
7440778,They said they would appeal.,B2,2143,433,
9027176,We are self-taught artists.,B2,2146,434,
12106692,Appropriate actions must be taken.,B2,2145,435,
11138026,She was hoping to hear that.,B2,2160,436,
7822610,Who do you think made that mistake?,B2,2166,437,
4563452,We have to take measures.,B2,2165,438,
269113,Money is the key factor when we decide to buy a new house.,B2,2154,439,shopping & prices
7258375,Sami was sitting by the pool.,B2,2171,440,
2453658,I don't like drama.,B2,2151,441,"likes & dislikes,negation"
5886912,There were no signs of forced entry in the house.,B2,2152,442,negation
7226777,I don't think that that's a factor.,B2,2154,443,negation
6108177,He wasn't lying.,B2,2164,444,negation
1902877,His daughter has grown out of all her old clothes.,B2,2158,445,"family & relationships,possession (my, your, his)"
67392,Every situation requires individual analysis.,B2,2175,446,
9524305,I can not feed the animals.,B2,2155,447,"animals,negation"
6099639,Aren't you the one who saved me?,B2,2177,448,negation
12433324,She picked up a golden apple.,B2,2156,449,colors & shapes
7409486,They pulled the door shut behind them.,B2,2172,450,
1190158,I decided to become a lawyer.,B2,2162,451,future plans & goals
7383808,She's hoping we'll do that for her.,B2,2160,452,
2427753,Give me a heads-up if you hear anything!,B2,2159,453,
8395925,Don't leave things lying around.,B2,2164,454,negation
42629,It is still in the testing stage.,B2,2184,455,
8211774,I suggested the wrong route to them.,B2,2176,456,directions & locations
9714527,Yanni keeps everything secret.,B2,2161,457,
11689116,The car pulled up to Claudio.,B2,2172,458,
274466,My legs feel heavy as lead.,B2,2163,459,"possession (my, your, his)"
1747568,When was the last time you bought shoes?,B2,2180,460,shopping & prices
61944,You are not supposed to smoke in here.,B2,2181,461,negation
2267529,Let's pool all our money.,B2,2171,462,
10321415,She's waiting for you on the platform.,B2,2170,463,directions & locations
7396351,He knew he'd just made a mistake.,B2,2166,464,
10843833,The city is growing and developing.,B2,2196,465,
3168204,Let's discuss these problems one at a time.,B2,2197,466,
12324672,I felt comfortable there.,B2,2194,467,
11891705,Did you schedule the meeting room?,B2,2178,468,
3241651,That's what saved me.,B2,2177,469,
6796650,I tried to teach him everything I could.,B2,2183,470,language learning
294375,He values honor above anything else.,B2,2186,471,
274801,Many businesses closed down.,B2,2192,472,
5725744,The technology is still developing.,B2,2196,473,
12347441,I'm testing you.,B2,2184,474,
11503175,The coach walked in and asked us to get ready for practice.,B2,2187,475,sports
8316875,He questions the scientific basis of that theory.,B2,2179,476,
2301384,I can tell you're angry.,B2,2191,477,emotions
9283207,I think she's the best candidate.,B2,2193,478,
11830217,Ivan’s tests are positive.,B2,2185,479,
2640809,You'll be more comfortable in this room.,B2,2194,480,
9133502,Yanni walked across the field.,B2,2187,481,
6729429,You're not supposed to smoke in here.,B2,2181,482,negation
10808158,Learn how to develop your emotional intelligence.,B2,2199,483,emotions
5927339,I bring my phone with me everywhere.,B2,2201,484,
9236176,I can't help but laugh.,B2,2214,485,negation
10276061,The fox came down the path.,B2,2204,486,animals
5731929,This is of particular concern.,B2,2195,487,
723936,Marriage isn't a subject that interests young people.,B2,2208,488,family & relationships
5377947,She's on holiday with a friend.,B2,2207,489,
5636603,I was really emotional.,B2,2199,490,emotions
10576225,What's wrong with your leg?,B2,2215,491,
4500784,The hole looked huge.,B2,2206,492,
8273836,The leaves are already falling from the trees.,B2,2203,493,"days, months & seasons,plants"
2268942,This is for internal use.,B2,2209,494,
11416370,She loves it.,B2,2220,495,likes & dislikes
11634260,Jonas thought he saw something moving inside the hole.,B2,2206,496,
313769,She is afraid of falling ill again.,B2,2203,497,emotions
12311995,Our interests are similar.,B2,2208,498,
12085450,We might as well pack up.,B2,2224,499,
7523769,Tom wrote in all capital letters.,B2,2216,500,
11730191,The competition will be recorded.,B2,2227,501,
7252163,Sami hasn't received any payment from the company.,B2,2225,502,negation
2179171,I'm on my lunch break.,B2,2221,503,
