id,text,difficulty,max_rank,rank,topics
11629638,Gunter attempted to communicate.,C1,5112,87,"basic verbs & actions,language learning"
3523927,When will that mystery be cleared up?,C1,5111,88,
5851319,I can't communicate with them.,C1,5112,89,negation
6567138,Sami was loving and caring about other people.,C1,5106,90,likes & dislikes
7113241,I've always hated singing.,C1,5133,91,likes & dislikes
8415863,"The one that makes the most money is Adriana, the web developer.",C1,5120,92,animals
12678014,He is catching fish.,C1,5107,93,"animals,basic verbs & actions"
2454,"The spirit is willing, but the flesh is weak.",C1,5128,94,"negation,basic verbs & actions"
302504,He started his job in his early forties.,C1,5130,95,"future plans & goals,basic verbs & actions"
13227644,Fitness results are influenced by diet.,C1,5137,96,basic verbs & actions
10474911,They are very generous.,C1,5131,97,
326241,The train was delayed because of snow.,C1,5116,98,in the classroom
45798,The teacher wants to do away with cheating on tests in school.,C1,5109,99,in the classroom
11663185,Stefan was in his forties at the time.,C1,5130,100,numbers & counting
1169614,What is your occupation? What do you do here?,C1,5146,101,"personal pronouns,basic verbs & actions"
7174042,I thought that I dealt with it well.,C1,5115,102,family & relationships
6036328,A loyal brother helps his sister.,C1,5141,103,family & relationships
3825409,The train has been delayed.,C1,5116,104,future plans & goals
10604824,It takes a lot of patience with children.,C1,5150,105,"family & relationships,numbers & counting"
10923269,A lot of people depend on me.,C1,5119,106,numbers & counting
2245406,Double the dose.,C1,5124,107,numbers & counting
55113,Take home these paintings of his and tell me what you think of them.,C1,5148,108,"possession (my, your, his),basic verbs & actions,likes & dislikes"
1225658,"More precisely, it is the question of the meaning of life.",C1,5154,109,
6710011,Sami was born into a life of privilege.,C1,5156,110,family & relationships
8593005,Fuel-efficient vehicles can reduce pollution.,C1,5153,111,
4255979,This is a powerful laser.,C1,5140,112,
8476665,He's kidding.,C1,5139,113,negation
8503493,He dismissed what she was saying.,C1,5122,114,"negation,basic verbs & actions"
3360303,"You're kidding, aren't you?",C1,5139,115,asking for help
3318859,"Athletes must be tough not only physically, but also mentally.",C1,5144,116,sports
12223040,I saw your paintings.,C1,5148,117,"possession (my, your, his)"
7044218,Can you flip over the record?,C1,5129,118,basic verbs & actions
13363123,I patched it up.,C1,5149,119,basic verbs & actions
11810206,I hated taking tests.,C1,5133,120,likes & dislikes
7386204,She stepped on her glasses.,C1,5165,121,basic verbs & actions
9530237,On the ground floor of the building is a tourist information office.,C1,5169,122,directions & locations
10784298,I'm not exactly sure how to implement this plan.,C1,5135,123,negation
13306098,The development director called on the department to test the new product more precisely.,C1,5154,124,"basic verbs & actions,future plans & goals"
9464908,Do you have friends or relatives here?,C1,5162,125,family & relationships
13103075,It speaks volumes.,C1,5175,126,
7156556,Sami was pointing towards me.,C1,5152,127,personal pronouns
262627,Our proposals met with little response.,C1,5157,128,
47983,The port is filled with vessels of all kinds.,C1,5173,129,basic verbs & actions
11889269,Are you scared of big trucks?,C1,5171,130,emotions
19071,Patience is essential for a teacher.,C1,5150,131,basic verbs & actions
1923231,He couldn't resist.,C1,5163,132,negation
8509284,This is one of the websites I use every day.,C1,5176,133,basic verbs & actions
2174943,All of my wife's relatives are my in-laws.,C1,5162,134,family & relationships
11511588,James stepped into the bedroom.,C1,5165,135,directions & locations
3904999,We trusted them.,C1,5172,136,personal pronouns
9820988,The boat had a radar.,C1,5160,137,polite requests & manners
54291,Give my best regards to your parents.,C1,5161,138,polite requests & manners
7127495,How safe is the food from the food trucks?,C1,5171,139,basic verbs & actions
896133,I work in a tourist agency.,C1,5169,140,negation
10623149,We don't have access to a lot of websites.,C1,5176,141,negation
12170613,There can be confusion.,C1,5204,142,polite requests & manners
55141,Please wrap these gifts up together.,C1,5179,143,polite requests & manners
12360544,"A bow that is always extended does not resist, it breaks soon.",C1,5163,144,
9329027,I have a large coin collection.,C1,5201,145,"possession (my, your, his)"
248781,We wondered what we could do.,C1,5178,146,basic verbs & actions
9152479,What's a census?,C1,5198,147,emotions
2301407,I can understand your confusion.,C1,5204,148,"personal pronouns,basic verbs & actions"
11173533,What's in that beach bag in your car boot?,C1,5192,149,"possession (my, your, his)"
9271328,Did you buy corn?,C1,5206,150,basic verbs & actions
7426739,We've decided to adopt your idea.,C1,5182,151,future plans & goals
7759674,How old were you when you took up yoga?,C1,5181,152,"numbers & counting,basic verbs & actions"
8826707,"When you return empty bottles, you get the deposit back.",C1,5193,153,colors & shapes
12255832,The plate is colored white.,C1,5202,154,colors & shapes
2258975,It's a cargo ship.,C1,5197,155,future plans & goals
51668,"All things considered, we'll adopt his project.",C1,5182,156,future plans & goals
1294722,Nobody knows what his destiny has in store for him.,C1,5211,157,basic verbs & actions
7965227,Can you gift wrap that?,C1,5179,158,polite requests & manners
55227,These old customs have been handed down from generation to generation.,C1,5208,159,
12775050,Is there meaning in exploration?,C1,5219,160,
12209643,Children are new human beings.,C1,5189,161,
319885,You can get anything less expensive in bulk.,C1,5195,162,shopping & prices
13033642,I wish to find excitement in unexpected places.,C1,5218,163,future plans & goals
3315256,That's why they pay us the big bucks.,C1,5194,164,
261291,I sat beside her.,C1,5190,165,personal pronouns
1148032,My friend is beside me.,C1,5190,166,"possession (my, your, his)"
6709530,Sami is a drug dealer.,C1,5209,167,
9744092,You have good insight.,C1,5227,168,
10449934,The customs here are pretty different.,C1,5208,169,
7444885,They told me that they'd cried.,C1,5207,170,personal pronouns
11598222,It was our destiny to meet.,C1,5211,171,
313048,Her emotion was too strong for words.,C1,5215,172,emotions
7325555,Sami sat down and started filming the video.,C1,5222,173,basic verbs & actions
8680614,They shared the same sense of humor.,C1,5226,174,
8651011,She lit a match.,C1,5231,175,basic verbs & actions
7146240,Sami wasn't having a nightmare.,C1,5239,176,negation
12786502,When was the last time you laughed till you cried?,C1,5207,177,emotions
6912756,Do you and your husband usually eat meals together?,C1,5235,178,family & relationships
11886203,Put away your electronics when you're finished using them.,C1,5213,179,polite requests & manners
11579727,He tried to contain his excitement.,C1,5218,180,emotions
10052345,Yanni was overcome with emotion.,C1,5215,181,emotions
12472068,My new album is available on all the streaming platforms.,C1,5245,182,"possession (my, your, his)"
10273740,A lot of time needs to be invested.,C1,5228,183,
7185432,Sami stopped filming.,C1,5222,184,basic verbs & actions
11729411,The wind carried the sound of a distant train.,C1,5212,185,
12221136,Did you see the poster?,C1,5247,186,
11927018,What sort of filling would you like in your roll?,C1,5221,187,at the restaurant
11620651,William was practically jumping with excitement at the news.,C1,5249,188,emotions
284851,He hasn't the nerve to tell the truth.,C1,5237,189,negation
11574192,It's practically down the street from here.,C1,5249,190,directions & locations
8783218,We look after our sheep.,C1,5264,191,animals
9669135,I think that's partially true.,C1,5242,192,
11968752,The island was restricted from the public.,C1,5259,193,
11650780,Lukas became a nightmare.,C1,5239,194,
11149996,They spotted the mistake.,C1,5268,195,
7219361,Sami got frozen meals.,C1,5235,196,shopping & prices
7403056,She realized she was trapped.,C1,5278,197,
39145,We'll visit a factory which produces television sets.,C1,5251,198,
10897438,Insight is critical to change.,C1,5227,199,
13039305,I create a well-lit space.,C1,5231,200,
13177478,Wasted.,C1,5281,201,
7400967,He said that he felt trapped.,C1,5278,202,emotions
8282803,"By participating in discussions, one can quickly learn new words.",C1,5243,203,language learning
11717286,Pietro spotted Melissa again.,C1,5268,204,
2908539,What is your biggest weakness?,C1,5282,205,
6759877,That factory produces toys.,C1,5251,206,
5836210,We didn't find a single trace of it.,C1,5277,207,negation
12221236,How widespread is this problem?,C1,5283,208,
2251188,That's partially correct.,C1,5242,209,
9634340,It was as easy as pie.,C1,5244,210,
6489120,We were accepting guests.,C1,5285,211,
886884,She advised him to drink more milk.,C1,5288,212,
7263840,Sami's eating disorder was life-threatening.,C1,5275,213,
7186070,I'm sorry that I wasted so much money.,C1,5281,214,emotions
7276230,Sami finished his assignment.,C1,5291,215,
65558,Our principal is accessible to students.,C1,5286,216,
5850832,I called a taxi.,C1,5273,217,basic verbs & actions
325401,The place is not accessible by land.,C1,5286,218,
12345269,Horses don't like the smell of tobacco. I read about it.,C1,5276,219,animals
6094425,Aren't you uncomfortable?,C1,5280,220,emotions
294974,He balanced himself on a log.,C1,5292,221,basic verbs & actions
40967,"Let's go by taxi, shall we?",C1,5273,222,
6802733,I didn't know that this building had a basement.,C1,5294,223,negation
12887277,We rolled out the red carpet for the princess.,C1,5301,224,
28096,The doctor advised that she take a holiday.,C1,5288,225,
12131909,The table of contents is at the end of the book.,C1,5314,226,
5509165,There's a hole in the ceiling.,C1,5302,227,
8654282,I love cherries!,C1,5303,228,likes & dislikes
2491760,She displayed excellent behavior.,C1,5320,229,
10843449,You need to acknowledge this fact.,C1,5287,230,
11717615,Pietro went straight to the costume room.,C1,5315,231,
6575261,Sami is a devoted husband.,C1,5318,232,
12699321,Touch it with your bare hands.,C1,5293,233,basic verbs & actions
11685981,Claudio's room is in the basement.,C1,5294,234,
10204076,Why are you going to get rid of this carpet?,C1,5301,235,
954455,We all know that eating a balanced diet is good for you.,C1,5292,236,
7895811,It wasn't a conscious decision.,C1,5312,237,
6029174,My apartment has a suspended ceiling.,C1,5302,238,
11880363,They deleted the comments.,C1,5317,239,basic verbs & actions
7683516,I don't have a clue who she is.,C1,5306,240,
2835630,You're supposed to wear a costume.,C1,5315,241,
11163063,Let us see if we can cancel the gathering.,C1,5300,242,
453201,The heating doesn't work.,C1,5332,243,
315320,She will be a beauty when she grows up.,C1,5331,244,
8816591,Yanni escaped across the park.,C1,5324,245,
9169447,You need to take these news with a grain of salt.,C1,5329,246,
432888,I haven't got a clue as to why he quit so suddenly.,C1,5306,247,
7735418,Who's supposed to take out the garbage?,C1,5327,248,
3273666,He always takes Léa on his lap to read her a story.,C1,5335,249,
6867927,My teacher told me that I should have devoted more time to preparing my speech.,C1,5318,250,
276161,I wasn't conscious of anyone watching me.,C1,5312,251,
7051149,Put the card deck on the oak table.,C1,5343,252,
12772621,Shall we proceed as planned?,C1,5349,253,
8616235,The music is being played in an endless loop.,C1,5323,254,
4498501,I can feel pain in both of my knees.,C1,5334,255,
445018,A cherry tree grows in a garden.,C1,5331,256,plants
11628074,Felix was floating next to an island.,C1,5326,257,
5924073,The heating unit's not working.,C1,5332,258,
6711701,Sami escaped.,C1,5324,259,basic verbs & actions
2170799,"Our rival was an honest, competitive person as well.",C1,5355,260,
2959287,Is this seat reserved?,C1,5352,261,
12536208,I'm going to take the metro.,C1,5338,262,
12637372,All this garbage needs to be rid of.,C1,5327,263,
6713803,Sami is a physician's assistant.,C1,5347,264,
12033499,Janos left the camp and went towards the oak tree.,C1,5343,265,
10728084,The pupils have access to these computers.,C1,5351,266,in the classroom
742046,Bill is quite reserved.,C1,5352,267,
2111840,Examine them.,C1,5325,268,
29917,"I slept well, after which I felt much better.",C1,5366,269,
3226255,The old man laughed sadly.,C1,5358,270,emotions
10876042,Touch your knees.,C1,5334,271,
9700385,I knew we should've packed bug spray.,C1,5368,272,
10482132,It's just a matter of perception.,C1,5346,273,
12489222,How many pupils are on the list?,C1,5351,274,"numbers & counting,in the classroom"
11240418,Wash your hands with soap and warm water!,C1,5367,275,
7190218,Sami sits there.,C1,5364,276,
12063229,Tom sure is a fast runner.,C1,5357,277,
7968608,Sami is stressed already.,C1,5370,278,sports
2629607,The runner is running on the track.,C1,5357,279,
6673170,I had been warned not to do that.,C1,5380,280,
10541651,A great responsibility lies on our shoulders.,C1,5362,281,
1467708,This scene was stored in the back of your mind.,C1,5369,282,
4905795,I'm also very well versed in movies.,C1,5377,283,
6029165,A robin sits on a tree branch.,C1,5364,284,"animals,plants"
4012900,What's the significance of that?,C1,5363,285,
11321955,Do you have this pair of shoes in bigger sizes?,C1,5365,286,shopping & prices
5938450,I slept on the floor.,C1,5366,287,
10203374,Please put your name down on the attendance list.,C1,5389,288,polite requests & manners
9957715,They adapted quickly to the new environment.,C1,5383,289,
10644853,He's a guy who has a good head on his shoulders.,C1,5362,290,
6266025,I wish to remain anonymous.,C1,5385,291,
688034,My attendance is necessary.,C1,5389,292,
4850023,There was no structural damage.,C1,5371,293,
311142,She got carried away watching the boxing match.,C1,5395,294,sports
8860554,This trash bag does not contain any dangerous chemicals.,C1,5398,295,negation
909545,"If you plan well, you can spend less time doing unnecessary things and get the work done faster.",C1,5376,296,language learning
6708515,They were approaching.,C1,5387,297,
254296,I had a contrary opinion to the plan.,C1,5404,298,
11725167,Adriano was also approaching.,C1,5387,299,
1669535,The teacher warned us that the test would be difficult.,C1,5380,300,
12974046,She came to the dressing room.,C1,5414,301,
434328,Bless you!,C1,5394,302,polite requests & manners
303944,He does nothing but read comics.,C1,5402,303,
11725473,He was hidden in a barrel.,C1,5391,304,
1885172,There are controversial works referring to the colonial period.,C1,5401,305,
7970376,Sami never had a school crush.,C1,5409,306,negation
10697420,I've got diabetes.,C1,5413,307,
9192380,My phone's charging.,C1,5397,308,
9951547,Tom is going to the cinema with his girlfriend.,C1,5400,309,family & relationships
3313096,We've got some celebrating to do.,C1,5396,310,
5716036,How many beds are there in the house?,C1,5392,311,numbers & counting
13383628,Look at the thing they invented.,C1,5424,312,
12933469,She didn't pay the lease.,C1,5432,313,negation
12957583,She fears nothing.,C1,5416,314,emotions
10054253,You should be celebrating!,C1,5396,315,
11749256,"Diego was sitting on his couch, watching TV.",C1,5407,316,
9711857,Yanni is a gentle giant.,C1,5419,317,
287904,What he has said is contrary to fact.,C1,5404,318,
48806,Magnetic force drives the mechanism.,C1,5437,319,
12766956,Wisdom is born from reflection and learning.,C1,5447,320,
9286713,Who invented glass?,C1,5424,321,
11744275,"On the contrary, it's all becoming more mysterious and complicated.",C1,5440,322,
60907,This dam supplies us with water and electricity.,C1,5410,323,
12771034,"Though defeated, they stood tall.",C1,5412,324,
8170801,What genre of music do you like the most?,C1,5418,325,likes & dislikes
413340,Ann is partial to chocolate.,C1,5442,326,
11670497,Tobias took care of his diabetes.,C1,5413,327,greetings & introductions
12646628,Good morning and a gentle start to your day!,C1,5419,328,greetings & introductions
6172017,"I think I will buy the red car, or I will lease the blue one.",C1,5432,329,language learning
9517487,I know a lot about grammar.,C1,5420,330,language learning
237686,I was reminded of my promise at the sight of you.,C1,5448,331,emotions
13270766,Are our fears holding us back?,C1,5416,332,
312169,She is a treasure to my office.,C1,5460,333,
11880024,We illustrated a children's book.,C1,5423,334,
764555,I think we'll make it in time if we don't get stuck in a traffic jam.,C1,5426,335,future plans & goals
6715300,Sami seemed very mysterious.,C1,5440,336,
3723528,There's no substitute.,C1,5455,337,
6559394,Maybe you should put that trophy in the living room.,C1,5461,338,
3525658,Every single thing that you eat affects your body.,C1,5471,339,negation
11750805,Diego's school didn't have surveillance cameras.,C1,5456,340,
11567150,Mark needs to work on his self-acceptance.,C1,5469,341,
324723,Defensive driving can help you avoid accidents.,C1,5470,342,
13199957,"In my dreams, I shine like a star.",C1,5452,343,negation
6268091,I don't want to apologize.,C1,5473,344,negation
9337541,We need to resolve this matter.,C1,5449,345,
329649,He held the trophy up high.,C1,5461,346,negation
309422,There were points in her testimony that didn't add up.,C1,5458,347,
2926796,I'm arriving now.,C1,5476,348,
12892866,He reminded us.,C1,5448,349,
7408788,They admitted that they'd been unfair.,C1,5465,350,negation
11540789,He isn't capable of self-reflection.,C1,5447,351,negation
6227371,The moon doesn't shine on its own.,C1,5452,352,negation
2538502,I've taken a job as a substitute teacher.,C1,5455,353,
7395949,He said that he appreciated that.,C1,5474,354,family & relationships
267862,The girl is deeply attached to her aunt.,C1,5478,355,
4494273,Life is unfair sometimes.,C1,5465,356,
280169,The clouds above moved fast.,C1,5485,357,
11889700,Embrace new challenges as opportunities for growth.,C1,5494,358,
9695559,The police are arriving.,C1,5476,359,
12563515,They live in the villages of the mountains.,C1,5466,360,
292793,He is a kind of gentleman.,C1,5498,361,
8476777,He approached.,C1,5475,362,
262956,We stayed at my aunt's during the vacation.,C1,5478,363,"family & relationships,possession (my, your, his)"
243865,Recently numerous groups have offered counsel.,C1,5487,364,
11201087,Who decides that?,C1,5490,365,
11212512,The creature had slow-moving wings.,C1,5488,366,animals
11774697,Antonio didn’t exhibit fear.,C1,5496,367,negation
12082597,Put the hammer down.,C1,5501,368,basic verbs & actions
12941739,He appreciated the help.,C1,5474,369,
11645606,Leon was laying on the floor.,C1,5514,370,basic verbs & actions
8818689,Yanni emerged from the trees.,C1,5495,371,sports
10667559,I'll push ahead with determination.,C1,5493,372,future plans & goals
9945680,Have you ever run a marathon?,C1,5520,373,
10023370,Yanni wants a bubble bath.,C1,5481,374,
3867787,Connecting a PC to the internet is not rocket science.,C1,5486,375,
7477239,This spider is a deadly animal.,C1,5489,376,animals
414845,There's no doubt: the universe is infinite.,C1,5507,377,
10729558,They like watching planes take off.,C1,5532,378,likes & dislikes
12757237,The universe seems infinite.,C1,5507,379,
20441,I caught sight of a parade on my way home.,C1,5528,380,
10290465,I remember meeting that gentleman before.,C1,5498,381,
2260524,He did not finish the marathon.,C1,5520,382,negation
9187978,This is a custom of ours.,C1,5527,383,
44806,The city is hosting the fair.,C1,5503,384,
12639308,You emerged from your rest.,C1,5495,385,
3826435,The bird flew away.,C1,5497,386,animals
12972179,They didn't react to their words.,C1,5538,387,negation
9198409,It makes you scratch your head in wonder.,C1,5547,388,
11447802,"The professor's preliminary comments were long, but he was headed somewhere.",C1,5534,389,
2952527,I trust the room will be to your satisfaction.,C1,5546,390,
314694,She expressed satisfaction with her life.,C1,5546,391,emotions
3958690,She learned to fly many different kinds of planes.,C1,5532,392,
10882050,Don't react at all.,C1,5538,393,negation
11483935,Are you mature in your interactions with others?,C1,5510,394,
9821857,Yanni started laying down his rules.,C1,5514,395,
12233180,Things got off to a rocky start.,C1,5543,396,
10791588,The bus comes just as he reaches the bus stop.,C1,5537,397,
1116312,Both sheets of paper are the same shape.,C1,5549,398,colors & shapes
295499,"He is rich and, moreover, well-born.",C1,5523,399,
5650621,Even in paradise it is not good to be alone.,C1,5529,400,
12775075,Are there worlds beyond ours?,C1,5527,401,
6888683,Everybody seemed in high spirits.,C1,5553,402,emotions
7239465,Mary is in her late teens.,C1,5557,403,
11027362,I'm a sheriff.,C1,5550,404,
7474519,They put clean sheets on their beds.,C1,5549,405,
8107748,Birds-of-paradise are beautiful.,C1,5529,406,animals
291271,He made a few remarks on the book.,C1,5540,407,
289055,He always worries about minor points.,C1,5566,408,
303171,"He is poor, but he is in high spirits.",C1,5553,409,emotions
11736507,The tree's shade provided relief from the hot sun.,C1,5548,410,plants
2203252,I'm realistic.,C1,5539,411,
5715838,"Don't be shy, go ahead!",C1,5551,412,
3517039,The school yard is shaded.,C1,5548,413,
4502236,"Strictly speaking, that's true.",C1,5555,414,
239496,"Strictly speaking, the theory is not correct.",C1,5555,415,negation
57338,This room gets little sunshine.,C1,5556,416,
9141997,Admission into society means accepting its rules.,C1,5569,417,
8526852,"He's rather shy, isn't he?",C1,5551,418,
11947352,"Back in her office, Martha burst into tears.",C1,5579,419,emotions
8783876,These teens are really funny.,C1,5557,420,
8983663,She was doing a lot of travelling on land and by sea.,C1,5561,421,
12271530,"As a starting class, I think warrior is good.",C1,5564,422,in the classroom
7992142,Sami was a casting director.,C1,5581,423,
66339,Call me sometime.,C1,5552,424,
10987123,The whole class burst out laughing.,C1,5579,425,
7338240,Sami isn't as vocal as he used to be.,C1,5563,426,negation
61617,You must pay the admission fee here.,C1,5569,427,
7035126,Please do not run in the classroom.,C1,5584,428,"polite requests & manners,in the classroom,negation"
11891033,I need bacon.,C1,5573,429,at the restaurant
38211,Where's convenient for you?,C1,5588,430,directions & locations
4498242,It was definitely embarrassing.,C1,5595,431,emotions
254203,I did not yield to such a rule.,C1,5567,432,negation
1954837,I can't see how anyone could have accomplished this without some help.,C1,5568,433,asking for help
8663625,Signs of hope are appearing.,C1,5572,434,
54746,It's convenient living so close to the station.,C1,5588,435,
247566,Our ship was approaching the harbor.,C1,5599,436,
6931182,I forgot the bacon.,C1,5573,437,at the restaurant
10041212,Yanni hates doing that.,C1,5601,438,likes & dislikes
4781077,I don't like adventures.,C1,5570,439,likes & dislikes
1855069,He married a farmer's daughter.,C1,5596,440,family & relationships
271856,I think it is good for students to clean their classroom.,C1,5584,441,in the classroom
673952,We had no unexpected incidents during our trip.,C1,5602,442,negation
9992227,Yanni worked for a farmer.,C1,5596,443,
12573237,I will keep believing in myself and in my own dreams.,C1,5576,444,future plans & goals
5747215,There were compromises.,C1,5587,445,
10096434,Yanni hates awkward silences.,C1,5601,446,likes & dislikes
8527049,"She's open-minded, isn't she?",C1,5611,447,
9867449,Cattle can't live without water.,C1,5582,448,animals
10183206,I hope he gets promoted.,C1,5618,449,
241295,The elderly should be well provided for.,C1,5593,450,
10639547,What colours do you like to wear?,C1,5586,451,"colors & shapes,likes & dislikes"
12295208,Did you guys feel that earthquake?,C1,5592,452,
1127874,Relationships involve compromise.,C1,5587,453,family & relationships
13053875,There are always many responsibilities to manage.,C1,5623,454,
13080859,Good seeds make a good crop.,C1,5591,455,plants
267455,The scholarship enable her to go to college.,C1,5625,456,
7896351,I'm listening to a podcast.,C1,5615,457,
13226706,This young man helps elderly people.,C1,5593,458,
11744073,Carlos is an employee who takes ownership of his work and responsibilities.,C1,5623,459,"possession (my, your, his)"
10630639,I got under the sheets smiling and happy.,C1,5628,460,emotions
7386099,She should take her medication.,C1,5610,461,
10316996,They have come to inform me.,C1,5603,462,
1084208,We must inform them.,C1,5603,463,
2254909,Who's replacing you?,C1,5622,464,
10639676,I think you've got a good chance of being promoted.,C1,5618,465,
995176,What is the use of mathematics?,C1,5609,466,
6374368,Sami has to take his medication.,C1,5610,467,
260865,"I think they must be twins, but she says they cannot be so.",C1,5643,468,
13216223,Our family sends our best wishes to you and yours.,C1,5627,469,
10123275,She knows how to do magic tricks.,C1,5642,470,basic verbs & actions
9284486,It's important to eat salad.,C1,5624,471,likes & dislikes
11760786,Luiza gave birth to twins.,C1,5643,472,family & relationships
6530138,Why are you speaking so quietly?,C1,5620,473,
11613793,Several suspected terrorists have been arrested.,C1,5634,474,
282034,Cats are related to tigers.,C1,5637,475,animals
11503149,David wants the scholarship.,C1,5625,476,
10520302,"All aboard, please! The train is about to leave.",C1,5653,477,
11527152,He dares to tackle anything that is put in front of him.,C1,5636,478,
8514729,He wrapped his arm around her.,C1,5651,479,
7391422,She traded her camera for a guitar.,C1,5640,480,
5119634,"I bought vegetables, beef and butter.",C1,5645,481,shopping & prices
3542758,He speaks without an accent.,C1,5655,482,
11188272,Please explain what's at stake.,C1,5631,483,polite requests & manners
265301,Everybody in the picture is smiling.,C1,5628,484,
49486,The liquid does not strain well.,C1,5633,485,negation
3439865,Your wife's on the phone. She says it's urgent.,C1,5644,486,"family & relationships,possession (my, your, his)"
6593887,She translated her sentence.,C1,5641,487,language learning
7127413,How do you tackle things that are hard?,C1,5636,488,
4073406,The soup is hot.,C1,5629,489,
12777029,He leads a workshop on team building.,C1,5650,490,
3727956,I'll stake my reputation on that.,C1,5631,491,
