id,text,difficulty,max_rank,rank,topics
169,"One ticket, please",A2,20001,215,polite requests & manners
1841649,I wouldn't do that.,A2,63,216,negation
8737568,He was in.,A2,22,217,
12051216,He could not do more.,A2,92,218,negation
11887684,Can I have a party at your house?,A2,308,219,polite requests & manners
12252033,Will you ever come on time?,A2,204,220,telling time
12588385,He didn't find me at my place.,A2,187,221,negation
135,I need twenty-two labels.,A2,20001,222,numbers & counting
209,I don't eat meat.,A2,2355,223,negation
12058338,Our business here is done.,A2,246,224,
2649151,How did it end?,A2,196,225,
7633135,Did you think that was the man?,A2,148,226,
2870364,People do that all the time.,A2,66,227,
162,I am lost.,A2,400,228,directions & locations
213,I need a gluten-free meal.,A2,12611,229,at the restaurant
229,Is there a bathroom?,A2,2774,230,directions & locations
5577230,What do you do for work?,A2,116,231,
210,I don't eat dairy.,A2,6123,232,"at the restaurant,negation"
4208058,I just want to be a good person.,A2,257,233,
158,Where can I charge my phone?,A2,1012,234,directions & locations
68,How far is it?,A2,295,235,directions & locations
8405505,Is he down there?,A2,137,236,directions & locations
11752933,You don't work for free.,A2,211,237,negation
4890408,They're doing what they can.,A2,225,238,
8569291,What do you like and what don't you like about this?,A2,50,239,likes & dislikes
2097234,Such as?,A2,146,240,
8759280,Who's last?,A2,141,241,
320992,What do you do after school?,A2,188,242,
163,Can you take a picture of me?,A2,777,243,polite requests & manners
134,Twenty-one is the answer.,A2,20001,244,numbers & counting
103,See you tomorrow.,A2,20001,245,greetings & introductions
189,I have a reservation.,A2,7733,246,at the restaurant
188,The hotel is near the beach.,A2,1263,247,directions & locations
191,Do you have a room available?,A2,524,248,
3408836,What can I do about that?,A2,50,249,asking for help
133,It costs twenty dollars.,A2,20001,250,shopping & prices
11144968,I'm back now.,A2,93,251,
10032330,That isn't the system.,A2,249,252,negation
195,For how many nights?,A2,3186,253,
89,Half of it.,A2,20001,254,
8579800,It was a good start for us.,A2,248,255,
6071473,Would you have done it that way?,A2,236,256,
8303133,How many people will be there?,A2,131,257,numbers & counting
12233340,I do other people's work.,A2,116,258,
10626515,I need you right away.,A2,214,259,
212,Is this dish vegan?,A2,7759,260,at the restaurant
6045807,Not all of them are like that.,A2,71,261,negation
7113862,I didn't get very far.,A2,295,262,negation
237713,It's up to you.,A2,44,263,
10799491,I need some of those too.,A2,133,264,
11930747,Will you please come in?,A2,208,265,polite requests & manners
6709440,Sami could do it in less time.,A2,305,266,
10323874,Did you look for me?,A2,151,267,
5379076,Isn't there a better way to do this?,A2,168,268,negation
2549594,We are all set.,A2,234,269,
9034361,Isn't it?,A2,12,270,
6949883,There isn't any.,A2,90,271,negation
193,I need a single room.,A2,403,272,
7433936,Why does he want all this?,A2,177,273,
8528843,"He's still on the team, isn't he?",A2,203,274,negation
4013935,When will we see each other?,A2,191,275,
11656567,Make me another one.,A2,176,276,
199,At what time is check-out?,A2,487,277,telling time
6357435,Most people do that.,A2,104,278,
2011896,I want to be around you.,A2,165,279,
2308294,I couldn't take your place.,A2,187,280,negation
178,The metro system is easy to navigate.,A2,11571,281,directions & locations
9557103,You need to find her.,A2,169,282,
7171573,I thought that you might want to read this.,A2,266,283,
11879355,He left the city.,A2,217,284,
12042695,I'm always going to be different.,A2,232,285,
186,How much is the fare?,A2,7790,286,shopping & prices
259349,I called for help.,A2,231,287,asking for help
2034029,Why would you want to do that if you don't have to?,A2,125,288,
202,Where is my room?,A2,403,289,
2387250,I must be going.,A2,198,290,
2931496,He is not at home.,A2,149,291,negation
1980795,So it isn't new.,A2,65,292,negation
181,Please wait for your train.,A2,1176,293,polite requests & manners
151,I have one hundred dollars.,A2,20001,294,numbers & counting
73835,"Who is it? ""It's me.""",A2,53,295,greetings & introductions
3822227,Which one do you like most?,A2,104,296,likes & dislikes
78,Where is the city center?,A2,649,297,directions & locations
3904677,I just want her to love me.,A2,147,298,emotions
5466471,They don't need us.,A2,112,299,negation
94,I feel unwell.,A2,20001,300,emotions
3919411,Don't you believe him?,A2,286,301,negation
110,Do you have this in another color?,A2,1298,302,"colors & shapes,shopping & prices"
6863418,Can I have some of these?,A2,94,303,polite requests & manners
13368605,The group is up high.,A2,241,304,
2187266,That's his.,A2,34,305,"possession (my, your, his)"
117,I need four chairs.,A2,20001,306,numbers & counting
173,Which platform?,A2,2170,307,
5791120,We couldn't do it.,A2,92,308,negation
225,It's too expensive.,A2,2071,309,shopping & prices
131,He turned eighteen yesterday.,A2,20001,310,numbers & counting
8960750,Aren't you going to get in?,A2,122,311,"negation,personal pronouns,basic verbs & actions,asking for help"
161,What do you recommend?,A2,2459,312,at the restaurant
10908853,"Here, let me show you again.",A2,228,313,basic verbs & actions
2891493,It isn't about that.,A2,43,314,negation
2375831,I know a man who might help.,A2,207,315,asking for help
2007502,Let's just get on with it.,A2,228,316,basic verbs & actions
5849365,We're going to do things our way.,A2,179,317,personal pronouns
208,I am allergic to nuts.,A2,9845,318,emotions
2637451,I like you more than you like me.,A2,77,319,likes & dislikes
101,Where is the pharmacy?,A2,8706,320,directions & locations
3917735,I did everything for you.,A2,261,321,personal pronouns
9337172,People can see you.,A2,85,322,personal pronouns
70,Right,A2,115,323,
1912015,"We have a lot of things to do. ""Such as?""",A2,219,324,"basic verbs & actions,asking for help"
164,"One moment, please.",A2,20001,325,polite requests & manners
98,I am hurt.,A2,1224,326,emotions
113,The score is zero.,A2,20001,327,numbers & counting
2543705,I'd like to get out of here.,A2,111,328,"basic verbs & actions,asking for help"
107,It is a cold morning.,A2,20001,329,"days, months & seasons"
2641795,We'll be there before you know it.,A2,123,330,"future plans & goals,basic verbs & actions"
8382112,I don't know if it's love or not.,A2,147,331,emotions
2242982,They're in.,A2,35,332,basic verbs & actions
1258801,What made her do that?,A2,126,333,basic verbs & actions
10659287,Someone made this.,A2,213,334,basic verbs & actions
2868971,What would you do next?,A2,190,335,future plans & goals
1102789,There is no life without music.,A2,279,336,"negation,basic verbs & actions"
9980950,To me he is a very good person.,A2,257,337,personal pronouns
3826285,You've never been like this before.,A2,132,338,"negation,personal pronouns,emotions"
201,Where is the reception?,A2,4885,339,directions & locations
2247734,I'll get some.,A2,69,340,basic verbs & actions
5001398,This is good for us.,A2,95,341,personal pronouns
5409462,Will you make it in time?,A2,87,342,"future plans & goals,basic verbs & actions"
31011,"If you find the man, please let me know at once.",A2,275,343,polite requests & manners
194,I need a double room.,A2,1049,344,at the restaurant
204,Where is the nearest restaurant?,A2,5986,345,directions & locations
2473520,I never did it again.,A2,189,346,negation
166,Wait a second.,A2,20001,347,polite requests & manners
3330662,I'm not the same man I used to be.,A2,156,348,negation
127,He is fourteen years old.,A2,20001,349,numbers & counting
5735834,I think that's the case here.,A2,255,350,
128,There are fifteen players.,A2,20001,351,numbers & counting
106,I will be there soon.,A2,482,352,future plans & goals
130,I saw seventeen birds.,A2,20001,353,numbers & counting
2546176,I was about to head out.,A2,288,354,basic verbs & actions
93,I am sick.,A2,1410,355,emotions
7117017,I didn't mean to take it out on you.,A2,274,356,"negation,basic verbs & actions,personal pronouns"
6108401,I know that you wouldn't do something like that.,A2,152,357,"negation,personal pronouns"
74,I have been here for 2 days.,A2,20001,358,numbers & counting
228,Do you have something?,A2,152,359,basic verbs & actions
12744427,Are you still not full?,A2,262,360,negation
749755,I don't know what the time is.,A2,84,361,telling time
5641861,I've been around for a while.,A2,165,362,"basic verbs & actions,personal pronouns"
307776,All the more so to think well of him.,A2,99,363,personal pronouns
11510977,James doesn't look so good.,A2,300,364,"personal pronouns,emotions"
6264473,I wasn't having a good time.,A2,233,365,negation
10134323,Who could it be at this time of day?,A2,120,366,telling time
109,Do you have this in another size?,A2,778,367,shopping & prices
5736669,It's never been about money.,A2,210,368,negation
424893,What do you want to do while you're here?,A2,144,369,future plans & goals
222,It was delicious,A2,4012,370,emotions
9199667,I know a little about this.,A2,173,371,"likes & dislikes,language learning"
80,How long does it take to get to Berlin?,A2,20001,372,directions & locations
10776945,Which stop do I have to get off at?,A2,283,373,directions & locations
8478293,You need water.,A2,284,374,basic verbs & actions
11446509,He is over there.,A2,88,375,directions & locations
7398401,She says that's where she put it.,A2,310,376,directions & locations
6664035,I don't always do this this way.,A2,167,377,negation
10540678,You can also do it like that.,A2,70,378,basic verbs & actions
6346418,I want to know why I had to do that.,A2,125,379,"basic verbs & actions,personal pronouns"
7398203,He told me that he could do it.,A2,268,380,"basic verbs & actions,personal pronouns"
9178558,I'll have to work on that every day.,A2,158,381,"days, months & seasons"
1923447,What does it feel like?,A2,201,382,emotions
11952930,Where've you been? Do you know what time it is?,A2,107,383,telling time
12258634,I know why we need to make this change.,A2,259,384,basic verbs & actions
6261620,At what time will you do that?,A2,60,385,telling time
954642,Where have you been all my life?,A2,134,386,"personal pronouns,family & relationships,basic verbs & actions"
293478,He's up to no good.,A2,78,387,"negation,basic verbs & actions"
322172,I do think so.,A2,89,388,basic verbs & actions
227,"A cheaper one, please.",A2,4927,389,"shopping & prices,polite requests & manners"
4015827,What company do you work for?,A2,224,390,basic verbs & actions
2891992,That would take time.,A2,128,391,telling time
7395286,She wasn't sure she should do that.,A2,202,392,negation
171,When does the bus leave?,A2,1554,393,telling time
3620446,Would you please stop doing that?,A2,283,394,polite requests & manners
8364563,I will do it some other time.,A2,73,395,future plans & goals
154,One thousand meters is a kilometer.,A2,20001,396,numbers & counting
5072009,That's what we're here for.,A2,111,397,basic verbs & actions
146,Give me fifty cents.,A2,20001,398,numbers & counting
100,Where is the hospital?,A2,905,399,directions & locations
67,Is it near?,A2,514,400,directions & locations
286965,His life is free from care.,A2,247,401,"possession (my, your, his)"
115,There are two books.,A2,20001,402,numbers & counting
119,Class starts at six.,A2,20001,403,telling time
2317495,I don't know how much time I've got.,A2,130,404,telling time
9706110,I like it less every day.,A2,305,405,likes & dislikes
157,Can I charge my phone?,A2,1012,406,polite requests & manners
12916706,You have it.,A2,20,407,personal pronouns
79,Where is this street?,A2,535,408,directions & locations
7409509,They might think you don't like them.,A2,207,409,likes & dislikes
120,He is seven years old.,A2,20001,410,numbers & counting
3819955,What did you find in there?,A2,169,411,basic verbs & actions
12924114,He's in business.,A2,246,412,basic verbs & actions
3166183,This one's for you.,A2,38,413,personal pronouns
10642412,You can find it on the right side.,A2,297,414,directions & locations
258254,I will have my own way.,A2,178,415,future plans & goals
11859644,Thank you for looking after my children.,A2,318,416,"family & relationships,polite requests & manners"
118,Give me five minutes.,A2,20001,417,numbers & counting
12913507,He's going to be home later.,A2,304,418,future plans & goals
6587879,Another one?,A2,176,419,basic verbs & actions
2800766,When do you work next?,A2,190,420,telling time
3916563,Is that from her?,A2,58,421,"possession (my, your, his)"
11523100,How do you like country life?,A2,313,422,likes & dislikes
3916132,Get her down here.,A2,137,423,"basic verbs & actions,personal pronouns"
11934822,That's not all.,A2,32,424,negation
114,I have one apple.,A2,20001,425,numbers & counting
54506,How's it going with your family?,A2,205,426,family & relationships
200,Where is the elevator?,A2,7683,427,directions & locations
3310997,We're after the same thing.,A2,184,428,basic verbs & actions
2359303,I've been up most of the night.,A2,221,429,basic verbs & actions
2240629,We're not looking.,A2,242,430,negation
9408753,It's really him!,A2,113,431,basic verbs & actions
116,She has three dogs.,A2,20001,432,"animals,numbers & counting"
124,It is eleven o'clock.,A2,20001,433,telling time
87,"Receipt, please.",A2,20001,434,"polite requests & manners,at the restaurant,shopping & prices"
5736284,We have to get through this.,A2,139,435,basic verbs & actions
8766425,I want both those and those.,A2,157,436,basic verbs & actions
2549777,I'll keep it.,A2,206,437,basic verbs & actions
2890962,Are you up there?,A2,57,438,directions & locations
1844755,Good day.,A2,120,439,greetings & introductions
2248875,It was real.,A2,229,440,basic verbs & actions
8478708,He's very good.,A2,106,441,basic verbs & actions
217,Sparkling water,A2,13811,442,at the restaurant
3729253,I can do this with you or without you.,A2,193,443,"personal pronouns,basic verbs & actions"
137,The day has twenty-four hours.,A2,20001,444,telling time
153,The car is five hundred miles away.,A2,20001,445,numbers & counting
8866182,I know a little about that.,A2,173,446,language learning
3168089,We'll get this one.,A2,61,447,"future plans & goals,basic verbs & actions"
86,I don't want it.,A2,96,448,negation
9668961,He's way off.,A2,124,449,"negation,basic verbs & actions"
3184018,Was it really that bad?,A2,270,450,"negation,basic verbs & actions"
4948543,I don't know what to do. I'm just following her.,A2,328,451,polite requests & manners
226,Can you give me a discount?,A2,3938,452,basic verbs & actions
41863,Put it down.,A2,209,453,basic verbs & actions
10026680,Yanni is in law school.,A2,329,454,"days, months & seasons"
9733359,On which days do you work?,A2,218,455,polite requests & manners
196,"A cheaper room, please.",A2,4927,456,basic verbs & actions
3915030,We were trying to help her.,A2,322,457,negation
11828745,Igor didn't know the area.,A2,325,458,polite requests & manners
215,"Water, please",A2,284,459,polite requests & manners
165,Just a moment.,A2,575,460,personal pronouns
7404417,"She has a car, doesn't she?",A2,334,461,negation
172,When does the train leave?,A2,1176,462,"personal pronouns,likes & dislikes"
7476471,They say that they like it.,A2,135,463,likes & dislikes
7105889,Let's face it.,A2,335,464,colors & shapes
187,Is this seat free?,A2,1615,465,colors & shapes
2248901,It was white.,A2,293,466,family & relationships
11550969,We're good together.,A2,331,467,"family & relationships,polite requests & manners"
8200659,I'd like to help your whole family.,A2,333,468,language learning
3387661,You should get back in your car.,A2,334,469,negation
3591081,That's not how I see it.,A2,85,470,negation
10700255,Of course we didn't mean that.,A2,343,471,negation
5642794,I'm not going to stop working.,A2,342,472,negation
3395915,What kind of place is this?,A2,337,473,"likes & dislikes,negation"
12613556,Don't you like her?,A2,58,474,negation
2243639,They're not following.,A2,328,475,"negation,basic verbs & actions"
2737278,Tom makes a lot more money than Mary does.,A2,330,476,negation
873821,What makes you say that?,A2,330,477,emotions
168,Congratulations!,A2,3610,478,negation
2007307,Let's hope we did the right thing.,A2,346,479,"future plans & goals,negation"
8181871,Don't you think that you'll be able to do that?,A2,352,480,"future plans & goals,personal pronouns,basic verbs & actions"
10927845,At least try to be on time.,A2,348,481,polite requests & manners
3915326,Maybe I should help them.,A2,338,482,polite requests & manners
11698816,You should always take care of your health.,A2,345,483,"personal pronouns,possession (my, your, his),basic verbs & actions"
3825020,I left the party too early.,A2,354,484,basic verbs & actions
6196885,It's good for people's health.,A2,345,485,basic verbs & actions
3723820,Maybe that'll tell us something.,A2,338,486,"days, months & seasons,telling time"
6434110,How long did it take you to read that book?,A2,353,487,polite requests & manners
12851491,Thank you so much for the information.,A2,357,488,polite requests & manners
2638724,The sun set a while ago.,A2,365,489,"telling time,basic verbs & actions"
2476475,I would have at the least used it.,A2,348,490,basic verbs & actions
5758187,I want more news.,A2,350,491,basic verbs & actions
7197365,It isn't the end of the story yet.,A2,341,492,negation
8358343,"It was a joke, of course.",A2,343,493,basic verbs & actions
10586863,This is very important now.,A2,347,494,basic verbs & actions
4274362,Where do you guys live?,A2,373,495,directions & locations
12655377,This came for you in the post.,A2,360,496,personal pronouns
2713380,Do you guys need anything?,A2,373,497,polite requests & manners
3738453,Do you like to play games?,A2,344,498,likes & dislikes
2471423,We're just good friends.,A2,355,499,family & relationships
265725,You should make the most of your time while you are young.,A2,364,500,"personal pronouns,possession (my, your, his),basic verbs & actions"
8815042,"That'll do, thanks!",A2,362,501,polite requests & manners
11118839,"I'm still young, too.",A2,364,502,personal pronouns
11736355,The water level rose after the rain.,A2,377,503,basic verbs & actions
6025225,This book made me rich.,A2,353,504,basic verbs & actions
5425979,I'll take it if you don't mind.,A2,378,505,polite requests & manners
432514,"Even if all others do, I will not.",A2,366,506,negation
1838,What made you change your mind?,A2,378,507,basic verbs & actions
39896,"At last, we got the information.",A2,357,508,basic verbs & actions
