id,text,difficulty,max_rank,rank,topics
10068681,That isn't part of the official plan.,B1,749,58,negation
290564,He took part in the race.,B1,882,59,
12054370,"Since you paid last time, let me pay this time.",B1,792,60,
6406800,"I don't know what else Mary told you, but I do know she doesn't always tell the truth.",B1,960,61,negation
3113285,This is a serious issue.,B1,836,62,
8017644,I think that's the last thing you need and I don't want to add to that.,B1,840,63,"negation,likes & dislikes"
10765257,"If you don't mind it being me, I'll listen to however much you have to say.",B1,929,64,polite requests & manners
8523200,You say you want to visit him? Why in the world would you want to do that?,B1,980,65,
241082,It's your decision whether you go or stay.,B1,847,66,
33615,Do you feel pain in any other part of your body?,B1,996,67,
13030433,"Because her poor father couldn't support her, she paid for her own education by working.",B1,855,68,
8838666,Did you part on good terms?,B1,838,69,
11932863,Are you in a serious relationship?,B1,836,70,family & relationships
3618418,Shall we rest a bit?,B1,1003,71,polite requests & manners
6225473,"Even though it was difficult, I was able to do that.",B1,903,72,"basic verbs & actions,emotions"
258180,I was at a loss what to do next.,B1,907,73,"emotions,basic verbs & actions"
13131165,Building trust in our relationship is my goal.,B1,925,74,"future plans & goals,family & relationships"
6581062,It's a beautiful house that you have there. Did you buy it or build it yourself?,B1,963,75,"possession (my, your, his),basic verbs & actions"
2798076,The wall is white on the outside and green on the inside.,B1,981,76,colors & shapes
5012677,It wasn't a total loss.,B1,907,77,"negation,emotions"
6445337,"I still think that deep inside you, you're probably a kind man.",B1,945,78,negation
11717603,Pietro didn't speak though.,B1,1004,79,negation
312432,Was she able to write a report?,B1,1008,80,colors & shapes
1538660,The wall is white on the inside and green on the outside.,B1,981,81,language learning
2677139,"Don't forget to write after you've left. ""All right, I'll write you once every four days.""",B1,1008,82,"negation,basic verbs & actions,numbers & counting"
1687441,It's better if you put all that in a box so that you don't lose anything.,B1,962,83,"basic verbs & actions,negation"
6499054,I'm pretty sure that Tom and Mary are the only ones who don't know how to do that.,B1,909,84,negation
11524056,I didn't get involved with him out of respect for you.,B1,999,85,"basic verbs & actions,family & relationships,possession (my, your, his)"
8297974,I respect the decision that you made.,B1,999,86,"basic verbs & actions,family & relationships"
314547,She was at a loss what to say next.,B1,907,87,"emotions,basic verbs & actions"
4884193,"If you respect yourself, others will respect you.",B1,999,88,"basic verbs & actions,family & relationships"
8034210,It's very cold outside.,B1,1013,89,basic verbs & actions
11163494,"Outside it's cold, dark and windy.",B1,1013,90,basic verbs & actions
255205,I sometimes write to my mother.,B1,1008,91,family & relationships
3962165,"Sometimes, a small change can have a big effect.",B1,1015,92,
9387642,"In most cases, any decision is better than no decision.",B1,965,93,
4226910,Speak about others as you would want them to speak about you!,B1,1004,94,"basic verbs & actions,family & relationships"
824486,"Small cause, great effect.",B1,1015,95,
2026584,I want to speak to the person in charge.,B1,1012,96,"basic verbs & actions,asking for help"
273547,Players were limited in what they could and could not do to get and keep the ball.,B1,1021,97,"sports,basic verbs & actions"
12846599,She spent time in other parts of the house.,B1,1029,98,"basic verbs & actions,telling time"
1148331,I'm able to speak.,B1,1004,99,basic verbs & actions
2119597,I buy a lot of stuff at that store.,B1,1030,100,shopping & prices
7407148,They spent all their time working.,B1,1029,101,"basic verbs & actions,telling time"
2978006,It's pretty cold outside.,B1,1013,102,likes & dislikes
9183376,He sent the student to the main office.,B1,1031,103,likes & dislikes
8228424,I think this album is amazing.,B1,1010,104,
319467,He's in charge of the department.,B1,1012,105,basic verbs & actions
6120724,I haven't been able to find time to do that recently.,B1,1026,106,"basic verbs & actions,telling time,negation"
11757206,Gabriel led the charge.,B1,1012,107,basic verbs & actions
17860,It makes no difference whether you go or not.,B1,1048,108,negation
11094119,Are you watching his new TV series?,B1,1035,109,sports
9408531,Everything has a cause and effect.,B1,1015,110,
2253203,He's a former student of mine.,B1,1031,111,directions & locations
12911328,I went back inside the store.,B1,1030,112,"directions & locations,basic verbs & actions"
7386173,He spent all his time working.,B1,1029,113,"basic verbs & actions,telling time"
11651631,Sometimes the best things happen when you don't expect them.,B1,1050,114,in the classroom
6101345,Sami was a model student.,B1,1031,115,future plans & goals
271137,The population of the world will double before long.,B1,1056,116,"future plans & goals,basic verbs & actions"
12773599,No one knew what to expect next.,B1,1050,117,"negation,emotions"
10114082,Is it worth watching?,B1,1035,118,sports
5060698,Recently I lost weight.,B1,1036,119,"basic verbs & actions,negation"
10786336,This movie is more than well worth watching.,B1,1035,120,"basic verbs & actions,negation"
6257561,I didn't expect to win the race.,B1,1050,121,future plans & goals
45873,The baby's growth is normal for his age.,B1,1054,122,future plans & goals
10890918,I'll ask him whether he plans to come.,B1,1055,123,negation
10879162,Your blood pressure is normal.,B1,1058,124,"language learning,negation"
1798498,I cannot write this text by hand.,B1,1062,125,basic verbs & actions
9992805,Yanni is getting too far ahead.,B1,1038,126,"basic verbs & actions,future plans & goals"
1022846,The beginning is the most important part of the work.,B1,1066,127,
28279,The committee are all present.,B1,1046,128,"family & relationships,basic verbs & actions"
6234433,This area has changed a lot since we moved here.,B1,1053,129,"basic verbs & actions,directions & locations"
6261652,Your stuff needs to be moved.,B1,1053,130,"possession (my, your, his),basic verbs & actions"
9453755,I haven't been able to lose weight.,B1,1036,131,"basic verbs & actions,negation"
3962166,"Sometimes, a small change can make a big difference.",B1,1048,132,basic verbs & actions
2546481,I'm watching my weight.,B1,1036,133,"basic verbs & actions,telling time"
3258456,She is already beginning to read and write.,B1,1066,134,language learning
5803491,We must find time to stop and thank the people who make a difference in our lives.,B1,1048,135,"basic verbs & actions,directions & locations,asking for help"
6555306,I have to get off at the next station.,B1,1061,136,"basic verbs & actions,directions & locations"
3733325,The station isn't far from here.,B1,1061,137,directions & locations
5835978,"My blood pressure probably went down, but I'm fine now.",B1,1058,138,"possession (my, your, his),shopping & prices"
12837073,But the water is ice cold!,B1,1081,139,basic verbs & actions
10838289,I like working under pressure.,B1,1058,140,likes & dislikes
3905137,I don't completely trust him.,B1,1070,141,negation
7329391,Sami kept thinking about it his entire class period.,B1,1086,142,directions & locations
10791540,The station's not far from here.,B1,1061,143,directions & locations
1858812,"Have you paid your bill yet? ""We most certainly have.""",B1,1069,144,"negation,basic verbs & actions"
55801,Is this the street leading to the station?,B1,1087,145,directions & locations
50781,And then everything that was written was completely clear.,B1,1070,146,basic verbs & actions
9323756,Give credit where credit's due.,B1,1072,147,
6736430,I see cold ice.,B1,1081,148,"colors & shapes,basic verbs & actions"
11858714,There is no one around for miles and miles.,B1,1090,149,negation
7202991,Sami said that was completely fine.,B1,1070,150,
9989952,What's the main message of this book?,B1,1089,151,language learning
12767364,We have to give credit where credit is due.,B1,1072,152,
11684765,It'll be interesting to see whether or not you're right.,B1,1083,153,"future plans & goals,negation"
5386154,We need to cross the river.,B1,1073,154,basic verbs & actions
10597149,People do sometimes ask interesting questions.,B1,1083,155,language learning
10624943,Our son has the same character as you; he certainly didn't take after me in that respect.,B1,1069,156,"family & relationships,personal pronouns"
9974526,There must be a way to cross the river.,B1,1073,157,basic verbs & actions
4410037,Despite being small you are of great value.,B1,1075,158,personal pronouns
10852568,Can we cross the river?,B1,1073,159,basic verbs & actions
11511330,James sent the text message.,B1,1089,160,basic verbs & actions
619759,Is it possible to travel at such a high speed?,B1,1100,161,family & relationships
12673169,They loved one another from the beginning.,B1,1088,162,family & relationships
2996369,We speak quickly.,B1,1094,163,basic verbs & actions
8433273,The water level rose very quickly.,B1,1094,164,negation
10046808,We do not consider specific cases.,B1,1101,165,negation
9870423,"Where did you go? ""I went to the station to say hi to a friend from out of town.""",B1,1079,166,"directions & locations,greetings & introductions,basic verbs & actions"
7268093,Sami received this text message.,B1,1089,167,basic verbs & actions
9963953,The snow kept us inside.,B1,1086,168,basic verbs & actions
7268215,Sami made eye contact with me.,B1,1102,169,basic verbs & actions
2254284,I got over my cold quickly.,B1,1094,170,basic verbs & actions
7114099,I kept working hard.,B1,1086,171,basic verbs & actions
6813235,"Think positive, and positive things will happen.",B1,1109,172,future plans & goals
242394,Drop in and see us when you're next in Kobe.,B1,1103,173,"greetings & introductions,basic verbs & actions"
11893344,I'm watching an interesting movie.,B1,1083,174,basic verbs & actions
11714998,Pietro could finally join the woman that he loved.,B1,1088,175,"family & relationships,basic verbs & actions"
8105187,Tom tried not to make eye contact with anyone.,B1,1102,176,basic verbs & actions
11692988,"Damiano and Isabella made eye contact, but she looked away.",B1,1102,177,basic verbs & actions
1469304,This article is more interesting than the previous one.,B1,1093,178,language learning
7189484,Sami called the police department and reported that.,B1,1096,179,basic verbs & actions
10260584,"When I was a kid, I was one of the few boys in our street who didn't like football.",B1,1107,180,likes & dislikes
9665263,I usually get up earlier than the rest of my family.,B1,1118,181,greetings & introductions
2798347,You're welcome to write to me.,B1,1113,182,polite requests & manners
12608456,This section of the road is level.,B1,1097,183,
13283919,I really loved this book as a kid.,B1,1107,184,likes & dislikes
5346441,I've been doing this since I was a kid.,B1,1107,185,basic verbs & actions
2326848,She met a boy at the county fair.,B1,1104,186,basic verbs & actions
11047524,The working conditions weren't very good.,B1,1117,187,"negation,basic verbs & actions"
6434074,I'm absolutely positive that I can do that.,B1,1114,188,future plans & goals
3728052,I've got cold feet.,B1,1105,189,polite requests & manners
8920093,I'm sorry I couldn't write to you earlier.,B1,1118,190,basic verbs & actions
11498646,Daniel spent a lot of money on this tour.,B1,1112,191,shopping & prices
21240,How much was the additional charge?,B1,1115,192,shopping & prices
6243356,I hope we get paid extra for doing that.,B1,1119,193,future plans & goals
3010060,A thinking person doesn't give the same answer to the same question throughout his whole life.,B1,1111,194,language learning
2031999,Are you absolutely positive you want to do this?,B1,1114,195,polite requests & manners
9505412,"Please come earlier tomorrow, as we will have a lot of work to do.",B1,1118,196,likes & dislikes
7070287,Sami absolutely loved his dog.,B1,1114,197,polite requests & manners
2835593,You're welcome to join us if you want.,B1,1113,198,polite requests & manners
50765,Please write to me about conditions at your school.,B1,1117,199,language learning
41040,A lot of students do part-time jobs.,B1,1122,200,basic verbs & actions
3309210,There is no significant difference.,B1,1129,201,negation
11488682,Donald immediately looked at Jessica once he was inside the room.,B1,1121,202,negation
9824797,"If you don't want to sell this, we can sell something else.",B1,1128,203,numbers & counting
316798,She phoned her husband to come immediately.,B1,1121,204,numbers & counting
8629687,The numbers add up pretty quickly.,B1,1126,205,"numbers & counting,basic verbs & actions"
10913491,The law went into effect immediately.,B1,1121,206,basic verbs & actions
8392436,I had various jobs while I was in college.,B1,1122,207,basic verbs & actions
12755590,You should consider leaving early.,B1,1123,208,future plans & goals
1795962,The floor must be kept clean.,B1,1135,209,basic verbs & actions
12090539,I like being in contact with nature.,B1,1125,210,plants
11817357,"Nature doesn't need people, but people need nature.",B1,1125,211,plants
68460,They sell live fish at the fish store.,B1,1128,212,animals
306947,They won by force of numbers.,B1,1126,213,numbers & counting
8664905,He must be very happy after winning the race.,B1,1132,214,emotions
7406002,They have to travel a lot for their jobs.,B1,1122,215,basic verbs & actions
12983001,She had a quick look inside.,B1,1127,216,basic verbs & actions
12839277,He's a computer science major.,B1,1136,217,basic verbs & actions
7389250,He's still working on his computer.,B1,1136,218,basic verbs & actions
12983006,Have a quick look inside.,B1,1127,219,basic verbs & actions
4757666,The others are leaving. What do you say we wait for them to go away and talk for a while?,B1,1123,220,basic verbs & actions
2154849,The photo doesn't do us justice.,B1,1145,221,basic verbs & actions
6272454,I'm the store manager.,B1,1143,222,basic verbs & actions
414971,Don't forget to turn off the gas before leaving the house.,B1,1123,223,negation
3821608,This is my favorite part.,B1,1139,224,"possession (my, your, his)"
1798960,I agree to write the report.,B1,1133,225,"basic verbs & actions,future plans & goals"
6456843,Sami wanted to sell the rest of his books.,B1,1128,226,"basic verbs & actions,possession,shopping & prices"
7388413,She has sold the rest of her books.,B1,1150,227,"possession (my, your, his)"
4486530,This photo is my favorite.,B1,1145,228,"possession (my, your, his)"
3728723,That's my favorite part.,B1,1139,229,"possession (my, your, his),likes & dislikes"
9811885,We haven't been able to spend much time together recently.,B1,1152,230,"negation,basic verbs & actions,family & relationships"
12258516,It sounds serious.,B1,1151,231,emotions
9064214,That sounds like double talk to me.,B1,1151,232,negation
11630131,I'm asking you to trust me on this.,B1,1158,233,polite requests & manners
11830004,Ivan was working on a computer.,B1,1136,234,basic verbs & actions
11516245,"Even if I don't agree with your choice, I respect it.",B1,1133,235,likes & dislikes
906976,What's your favorite TV series?,B1,1139,236,likes & dislikes
6143164,"For what it's worth, I completely agree with you.",B1,1133,237,"basic verbs & actions,personal pronouns"
45769,The river was not so clean.,B1,1135,238,emotions
6039881,I want to spend the rest of my life with you. I love you.,B1,1152,239,"likes & dislikes,emotions"
6877358,How much time do you spend watching TV every day?,B1,1152,240,"telling time,basic verbs & actions,likes & dislikes"
7259186,Sami went to the property manager.,B1,1143,241,"basic verbs & actions,directions & locations"
6258833,I need to speak to the manager.,B1,1143,242,shopping & prices
5848142,Tom sounds like an amazing kid.,B1,1151,243,shopping & prices
10083229,That's not worth the price that they're asking for it.,B1,1158,244,"negation,shopping & prices"
9337572,Even a coach needs a coach.,B1,1160,245,basic verbs & actions
11449306,"He continued to speak, but she paid no attention.",B1,1162,246,basic verbs & actions
2450043,They just announced that on the radio.,B1,1157,247,greetings & introductions
7113050,Who shall I say is calling?,B1,1159,248,asking for help
12941919,He continued to write.,B1,1162,249,basic verbs & actions
3846159,I cross-posted the message to another website.,B1,1146,250,greetings & introductions
879675,"Thanks for asking, she is fine.",B1,1158,251,basic verbs & actions
3961557,I want to find out what happens next!,B1,1169,252,greetings & introductions
7215119,Sami is calling his manager.,B1,1159,253,greetings & introductions
8509639,Nothing interesting ever happens around here.,B1,1169,254,"negation,emotions"
323853,The point at issue is not her ability but her character.,B1,1156,255,likes & dislikes
11858682,My daughter's favorite subject at school is art.,B1,1175,256,"family & relationships,likes & dislikes"
10643815,The group continued working.,B1,1162,257,basic verbs & actions
304969,The train had already left when they got to the station.,B1,1176,258,"basic verbs & actions,directions & locations"
7475503,They definitely know their stuff.,B1,1164,259,basic verbs & actions
2380098,The eye has the natural ability to see.,B1,1156,260,basic verbs & actions
10193156,I don't feel like watching the entire movie just to find out what happens.,B1,1169,261,likes & dislikes
3214115,We sell a wide range of products.,B1,1177,262,shopping & prices
13131365,It was a funny story to share with his dad later.,B1,1182,263,family & relationships
2142618,I'm sorry I never got round to calling you back.,B1,1159,264,polite requests & manners
9814651,"I don't know who the author is, but I loved what I read.",B1,1179,265,"negation,basic verbs & actions"
7185736,Sami was in a particularly deep sleep.,B1,1173,266,emotions
2307541,"Let me off at the train station, please.",B1,1176,267,polite requests & manners
12134200,It would definitely be worth it.,B1,1164,268,basic verbs & actions
266470,The house costs double what it did before.,B1,1163,269,shopping & prices
12775009,He developed technology for space travel.,B1,1183,270,basic verbs & actions
5422560,And why is that an interesting subject?,B1,1175,271,"likes & dislikes,basic verbs & actions"
2635096,For this it's definitely worth coming.,B1,1164,272,basic verbs & actions
9637445,Write down your goals on a piece of paper.,B1,1189,273,future plans & goals
13073489,My friend's dad is a friend of my dad.,B1,1182,274,"family & relationships,possession (my, your, his)"
681313,I have no knowledge about their plans.,B1,1172,275,"negation,possession,future plans & goals"
6917545,What was your favorite subject in school?,B1,1175,276,in the classroom
12273213,"Do you know who the best dad in the world is? ""Me?"" ""No, Tom's dad!""",B1,1182,277,family & relationships
289279,He has various knowledge.,B1,1172,278,"possession,basic verbs & actions"
12270410,"For Tony, only knowledge and ability are important.",B1,1172,279,"possession,basic verbs & actions"
6918575,There is nothing to fear except fear itself.,B1,1184,280,negation
12516029,The bed is too wide to fit through the door.,B1,1185,281,future plans & goals
9012251,Write down your goals.,B1,1189,282,future plans & goals
3734933,I wasn't particularly interested in what was going on.,B1,1192,283,"negation,emotions,likes & dislikes"
326213,The train was clear of the station.,B1,1176,284,directions & locations
7136659,I think you're going to fit in just fine.,B1,1185,285,"basic verbs & actions,family & relationships"
4064026,Is it normal if I don't like to step on lines?,B1,1197,286,"future plans & goals,likes & dislikes"
11579704,You need to work on your ability to set yourself goals.,B1,1189,287,future plans & goals
9955143,This is the most complete collection of the author's works.,B1,1179,288,basic verbs & actions
2470637,That hotel is very close to the train station.,B1,1191,289,directions & locations
4500328,What kept you interested?,B1,1192,290,"likes & dislikes,basic verbs & actions"
7819418,There is a position available for a secretary.,B1,1206,291,basic verbs & actions
4279412,There is nobody inside.,B1,1200,292,negation
12370702,My sister is a secretary at a bank.,B1,1207,293,"family & relationships,possession (my, your, his)"
7198861,The park's not far from the hotel.,B1,1191,294,directions & locations
322046,I haven't enough material to write a book yet.,B1,1198,295,negation
8866563,Nobody knows why this happens.,B1,1200,296,negation
12689207,I want to be the leader of the game next time!,B1,1195,297,future plans & goals
10275281,That product is sold out.,B1,1204,298,shopping & prices
7981996,Sami's stories are interesting.,B1,1208,299,"possession (my, your, his)"
6574928,Sami went straight home after leaving the hotel.,B1,1191,300,directions & locations
5009421,I'm not particularly interested in that event.,B1,1192,301,likes & dislikes
64946,An old lady moved into the place next door.,B1,1194,302,directions & locations
9251480,Write me a letter.,B1,1196,303,basic verbs & actions
12315803,I went back and finished my degree.,B1,1220,304,basic verbs & actions
9323415,They were asking to speak to someone named Carol.,B1,1199,305,"asking for help,basic verbs & actions"
3823649,I hope nobody gets hurt.,B1,1224,306,negation
261608,I've written a lot of stories.,B1,1208,307,language learning
2160812,I wrote him a letter asking him to come home soon.,B1,1196,308,basic verbs & actions
2617174,I am writing you a long letter because I don't have time to write you a short one.,B1,1196,309,basic verbs & actions
37825,It was such a cold day that there was nobody on the street.,B1,1200,310,negation
1813911,Why doesn't she write me anymore?,B1,1212,311,basic verbs & actions
3910908,We weren't able to reach her.,B1,1233,312,negation
3360450,You should seriously consider majoring in music.,B1,1235,313,"future plans & goals,basic verbs & actions"
13149074,The sister of your husband is your sister-in-law.,B1,1207,314,family & relationships
10044975,This product is already sold out.,B1,1204,315,shopping & prices
40142,I've just finished writing a letter.,B1,1220,316,basic verbs & actions
8666046,"This is my sister. ""Your sister?"" ""Yes."" ""She's beautiful!""",B1,1207,317,"family & relationships,possession (my, your, his)"
302951,He had to part with his secretary when she got married.,B1,1206,318,"family & relationships,possession (my, your, his)"
3273560,He's just finished his studies. He's looking for a job.,B1,1220,319,"basic verbs & actions,future plans & goals"
10879237,Good friends know all our stories. Best friends are part of them.,B1,1208,320,family & relationships
3024112,It doesn't make any difference anymore.,B1,1212,321,negation
12514981,I'm not interested in that anymore.,B1,1212,322,likes & dislikes
3273010,It would be good if you started working seriously.,B1,1235,323,"basic verbs & actions,future plans & goals"
250536,My house is within easy reach of the station.,B1,1233,324,"directions & locations,possession (my, your, his)"
9824547,"To have a successful store, you have to sell people what they want.",B1,1238,325,shopping & prices
4013957,Is that your professional opinion?,B1,1230,326,"possession (my, your, his)"
11201083,Your opinion is interesting.,B1,1230,327,"possession (my, your, his)"
3002093,Shall we dance a bit?,B1,1246,328,basic verbs & actions
8791880,I think you meant to send that message to someone else.,B1,1228,329,in the classroom
275240,Is physical education a required course?,B1,1231,330,in the classroom
6558727,I knew immediately what she meant.,B1,1228,331,basic verbs & actions
252813,I agree with your opinion.,B1,1230,332,basic verbs & actions
303090,He's in charge of administration at the hospital.,B1,1240,333,"basic verbs & actions,possession"
11590767,It's good that nobody got hurt.,B1,1224,334,negation
11256048,"I had meant to visit him, but I didn't get round to it.",B1,1228,335,"basic verbs & actions,negation"
6261067,I don't want to dance anymore.,B1,1246,336,"likes & dislikes,negation"
5725645,It's been an eye-opening experience.,B1,1229,337,"basic verbs & actions,emotions"
5350404,What is your favorite sports team?,B1,1236,338,"sports,likes & dislikes,possession (my, your, his)"
55347,So far we have been quite successful.,B1,1238,339,negation
4378444,I wonder whether you could do it alone as well.,B1,1258,340,negation
12252273,I don't understand the reasons behind his decision.,B1,1252,341,negation
276589,None have finished the work.,B1,1251,342,negation
11690795,I don't have a great sense of direction.,B1,1248,343,"directions & locations,negation"
7815374,We saw another ship far away.,B1,1254,344,animals
6656814,You don't seem particularly interested in sports.,B1,1236,345,"sports,negation,likes & dislikes"
7409282,They said they wanted to join our band.,B1,1262,346,basic verbs & actions
1676647,She's active and fit.,B1,1239,347,
7772861,Her brother seriously studies.,B1,1235,348,"personal pronouns,basic verbs & actions"
6526632,"I didn't have enough cash, so I paid by credit card.",B1,1264,349,"shopping & prices,negation"
9741115,Are you on any sports teams?,B1,1236,350,sports
10218271,The ship was not able to pass under it.,B1,1254,351,negation
8353337,You need to speak more clearly.,B1,1265,352,language learning
68481,That student is very active.,B1,1239,353,
266873,Please speak as clearly as you can.,B1,1265,354,polite requests & manners
241891,So far everything has been successful.,B1,1238,355,
6352478,I wonder what made Tom think Mary will be able to do that.,B1,1258,356,
5792055,I don't dance anymore.,B1,1246,357,negation
4959599,A computer is often compared to a human brain.,B1,1267,358,
322028,We had our photo taken on the beach.,B1,1263,359,
7347671,Can you point me in the direction of the central station?,B1,1248,360,directions & locations
7272239,Make more effort to understand this text.,B1,1268,361,language learning
10181684,I've spent a lot of time on the beach.,B1,1263,362,
6576240,What is your favorite band?,B1,1262,363,likes & dislikes
7733513,Tom gets paid in cash.,B1,1264,364,
6337142,I wonder whether this is really worth the price they're asking.,B1,1258,365,shopping & prices
11698970,Have you seen the latest episode of that TV show?,B1,1275,366,
3625030,I like to travel by ship.,B1,1254,367,animals
4496526,The band is now doing a sound check.,B1,1262,368,basic verbs & actions
4331976,There is no lack of effort.,B1,1274,369,negation
11587355,The train finally passed that station.,B1,1281,370,
9052891,"I don't have any cash, but I have a credit card.",B1,1264,371,"shopping & prices,negation"
11147285,You should speak as clearly as possible.,B1,1265,372,language learning
54557,The computer has made a great impact on modern life.,B1,1273,373,
1470237,She's about the same age as my older sister.,B1,1278,374,family & relationships
12877036,It's worth the effort.,B1,1268,375,
8316665,He studies on the beach.,B1,1263,376,
7407113,They have to protect their families.,B1,1283,377,family & relationships
12923711,Do you think reading this book is worth the effort?,B1,1268,378,language learning
5069709,It's not a secret anymore.,B1,1284,379,negation
6378344,Sami ended the relationship.,B1,1269,380,family & relationships
1918450,The time has passed very quickly.,B1,1281,381,telling time
70627,What's your older sister doing now?,B1,1278,382,family & relationships
8562981,I sprang to my feet.,B1,1286,383,basic verbs & actions
4355190,What is her older sister's name?,B1,1278,384,family & relationships
12108140,You're welcome to take pictures.,B1,1282,385,polite requests & manners
256607,I gave an opening address.,B1,1291,386,basic verbs & actions
11119838,The lack of sleep is beginning to tell.,B1,1274,387,
1788191,We didn't add pictures to our album.,B1,1282,388,negation
9370601,Some time has passed since then.,B1,1281,389,
10606991,I wear what I want to wear.,B1,1289,390,basic verbs & actions
9671030,I bought this at the store next to the house.,B1,1294,391,"shopping & prices,directions & locations"
12481087,Further analysis is required.,B1,1292,392,language learning
10718989,Is there anything interesting on at the pictures?,B1,1282,393,basic verbs & actions
7796804,We left without telling anyone we were leaving.,B1,1288,394,basic verbs & actions
3164394,Why have you kept it a secret?,B1,1284,395,negation
6740409,Do you have a favorite color?,B1,1298,396,likes & dislikes
2544823,I'll text you the address.,B1,1291,397,future plans & goals
2852093,Wear whatever you want to wear.,B1,1289,398,basic verbs & actions
8856513,Choose a product.,B1,1296,399,shopping & prices
236720,"Write your name and address, please.",B1,1291,400,polite requests & manners
2258912,"In addition to his regular job, he has a lot of other activities.",B1,1290,401,
11116495,We bought a new hotel.,B1,1294,402,basic verbs & actions
264173,There is no telling what may happen next.,B1,1288,403,
6963047,I'm going to come home a little early. There isn't much work at the office anyway.,B1,1293,404,"basic verbs & actions,future plans & goals,negation"
9344931,I had to choose whether to go with him or to stay here alone.,B1,1296,405,basic verbs & actions
8160888,He wasn't interested in telling it to them.,B1,1288,406,"basic verbs & actions,negation"
680695,Can you direct me to the train station?,B1,1302,407,directions & locations
11744398,Carlos was easily able to run away.,B1,1304,408,"basic verbs & actions,animals"
3170506,"Your favorite color is red, right?",B1,1298,409,likes & dislikes
8340605,I don't really have a favorite color.,B1,1298,410,"likes & dislikes,negation"
