id,text,pedagogy,max_wfs,rarest_word,word_count,added_for,register,formality,ogte_level,arc_id
887271,She likes him.,7.00,1890,likes,3,him|likes|she,descriptive,,01,49
313002,She goes to school.,7.00,595,goes,4,goes,descriptive,,01,49
2255351,You'll do fine.,7.00,604,you'll,3,do|fine|you'll,direct-address,,01,50
x1_43,I hope so.,,338,hope,3,hope,direct-address,,01,50
1489180,He is English.,7.00,642,english,3,english,descriptive,,01,51
2744175,It's 8:00 p.m.,7.00,765,p,3,m|p,descriptive,,01,52
5851859,I like writing.,7.00,909,writing,3,writing,descriptive,,01,53
1886804,What are you writing?,7.00,909,writing,4,are|what|writing|you,direct-address,,01,53
x1_36,A book.,,345,book,2,book,direct-address,,01,53
2111326,They're boys.,7.00,974,boys,2,boys,descriptive,,01,54
3564116,The boys are fine.,7.00,974,boys,4,the,descriptive,,01,54
2255333,You'd like it.,7.00,1573,you'd,3,you'd,direct-address,,01,55
3396603,Is that what you'd like?,7.00,1573,you'd,5,is|like|that|what|you'd,direct-address,,01,55
4530155,That girl is Mary.,7.00,1715,mary,4,girl,descriptive,,01,56
1841600,Mary likes you.,7.00,1890,likes,3,likes,direct-address,,01,56
5434712,That woman's name is Mary.,7.00,5449,woman's,5,woman's,descriptive,,01,56
2111334,They're Asian.,7.00,2041,asian,2,asian,descriptive,,01,57
3378906,That's what we'd like to do.,7.00,3374,we'd,6,do|like|that's|to|we'd|what,descriptive,,01,58
4500147,I like Australia.,6.00,911,australia,3,australia|i|like,descriptive,,01,58
2549628,That'll be $30.,7.00,7318,that'll,2,be|that'll,direct-address,,01,59
2111470,That'll do.,6.00,7318,that'll,2,that'll,descriptive,,01,59
2645643,What's that boy's name?,7.00,9847,boy's,4,boy's,descriptive,,01,60
x1_39,His name is Sam.,,2293,sam,4,sam,direct-address,,01,60
x1_40,How old is he?,,169,old,4,old,direct-address,,01,60
x1_41,He's ten.,,947,ten,2,ten,direct-address,,01,60
1485272,How'd you do it?,7.00,13560,how'd,4,how'd,direct-address,,01,61
x1_42,It wasn't easy.,,526,wasn't,3,easy,direct-address,,01,61
1300772,He's not in.,6.00,222,he's,3,he's,descriptive,,01,62
252995,He wants to go to America.,6.00,592,america,6,america|go|he|to|wants,descriptive,,01,62
388869,We are men.,6.00,282,men,3,men,descriptive,,01,63
2648538,Go with these men.,4.00,282,men,4,go|men|these|with,direct-address,,01,63
2270532,Don't say his name.,4.00,215,name,4,don't|his|name|say,direct-address,,01,64
2396308,"Oh, don't be like that.",6.00,351,oh,5,be|don't|like|oh|that,direct-address,,01,64
3823427,I'd do it.,6.00,424,i'd,3,do|i'd|it,descriptive,,01,65
495591,This book is about China.,6.00,813,china,5,china,descriptive,,01,66
1476206,We don't have this in Europe.,6.00,956,europe,6,don't|europe|have|in|this|we,descriptive,,01,67
2891628,It's one of mine.,6.00,959,mine,4,of,descriptive,,01,68
2548156,These are the names.,6.00,1302,names,4,names,descriptive,,01,69
1412495,Japan is in Asia.,6.00,2223,asia,4,asia,descriptive,,01,70
2765357,I'm up.,5.00,74,i'm,2,i'm|up,descriptive,,01,71
2111559,School's out.,6.00,8534,school's,2,school's,descriptive,,01,71
1841498,You're not my mother.,5.00,566,mother,4,mother|my|not|you're,direct-address,,01,72
1804029,That's my boy.,5.00,677,boy,3,boy,descriptive,,01,72
70894,Do whatever you want.,5.00,748,whatever,4,do|want|whatever|you,direct-address,,01,73
4494700,This isn't Australia.,5.00,911,australia,3,australia,descriptive,,01,74
2111665,I'm yours.,4.00,1834,yours,2,yours,direct-address,,01,75
505870,After you.,10.00,80,after,2,after,direct-address,,02,1
x2_1,Thank you.,,309,thank,2,thank,direct-address,,02,1
1579,"Oh, I'm sorry.",10.00,671,sorry,3,oh,direct-address,,02,2
x2_2,It's all right.,,113,right,3,right,direct-address,,02,2
3130463,"Hey, come here.",10.00,776,hey,3,hey,direct-address,,02,3
3130462,"Hi, come on in.",10.00,1067,hi,4,hi,direct-address,,02,3
567368,I'm a student.,10.00,1019,student,3,student,descriptive,,02,4
707431,We're students.,9.00,555,students,2,students|we're,descriptive,,02,4
2111238,They're students.,8.00,555,students,2,students,descriptive,,02,4
2300258,I came to say hi.,10.00,1067,hi,5,came|hi|i|say|to,descriptive,,02,5
1898375,Hey. I know you.,9.00,776,hey,4,hey|i|know|you,direct-address,,02,5
3269279,"How do you say ""hello"" in French?",10.00,1927,hello,7,do|french|hello|how|in|say|you,direct-address,,02,6
1649,How do you say that in Italian?,9.00,2192,italian,7,italian,direct-address,,02,6
3593993,That's a good thing.,9.00,179,thing,4,a|good|that's|thing,descriptive,,02,7
1808247,This looks good.,9.00,427,looks,3,looks,descriptive,,02,7
1054512,Where is the school?,9.00,183,school,4,school|the,descriptive,,02,8
3010582,Where have they gone?,8.00,682,gone,4,gone,descriptive,,02,8
3123662,Where are the women?,7.00,239,women,4,are|the|where|women,descriptive,,02,8
2218133,You're doing great.,9.00,220,doing,3,doing,direct-address,,02,9
2645593,"Yeah, isn't that great?",8.00,419,yeah,4,yeah,direct-address,,02,9
35504,"Yes, I know.",9.00,294,yes,3,yes,descriptive,,02,10
433589,"Yes, I know it.",9.00,294,yes,4,i|it|know|yes,descriptive,,02,10
305484,Are they American?,9.00,296,american,3,american|are|they,descriptive,,02,11
287965,Is he American?,8.00,296,american,3,american,descriptive,,02,11
x2_8,"Yes, he is.",,294,yes,3,yes,direct-address,,02,11
2241438,We saw it.,9.00,450,saw,3,saw,descriptive,,02,12
2241441,We saw you.,9.00,450,saw,3,saw|we|you,direct-address,,02,12
24426,What is the price?,9.00,582,price,4,is|price|the|what,descriptive,,02,13
x2_9,It's ten dollars.,,1702,dollars,3,dollars,direct-address,,02,13
3109222,"I'll miss you, too.",9.00,598,miss,4,miss,direct-address,,02,14
423405,It's hot.,9.00,700,hot,2,hot,descriptive,,02,15
455953,I'm hot.,8.00,700,hot,2,hot|i'm,descriptive,,02,15
x2_3,Where do you come from?,,157,come,5,come,direct-address,,02,16
253219,I come from Australia.,9.00,911,australia,4,australia|come|from|i,descriptive,,02,16
255520,I come from Brazil.,9.00,2550,brazil,4,brazil,descriptive,,02,16
288977,He comes from England.,8.00,773,england,4,england,descriptive,,02,16
1913088,Listen.,9.00,918,listen,1,listen,direct-address,,02,17
3096280,Thanks for seeing me.,9.00,966,seeing,4,for|me|seeing|thanks,direct-address,,02,18
2250082,Thanks for asking.,9.00,1146,asking,3,asking,direct-address,,02,18
2250087,Thanks for understanding.,8.00,1606,understanding,3,for|thanks|understanding,direct-address,,02,18
1123762,Is he Japanese?,8.00,1624,japanese,3,japanese,descriptive,,02,19
x2_15,"No, he's Chinese.",,1033,chinese,3,he's,direct-address,,02,19
335138,I am Chinese.,9.00,1033,chinese,3,chinese,descriptive,,02,19
4397567,That's my dad.,9.00,1170,dad,3,dad,descriptive,,02,20
2645642,What's your dad's name?,8.00,8934,dad's,4,dad's,direct-address,,02,20
5374921,My dad's not here.,8.00,8934,dad's,4,dad's|here|my|not,descriptive,,02,20
1046142,I think my German isn't very good.,9.00,1175,german,7,german|good|i|isn't|my|think|very,descriptive,,02,21
1784,I don't understand German.,8.00,1175,german,4,german,descriptive,,02,21
259803,I live in Japan.,9.00,1357,japan,4,i|in|japan|live,descriptive,,02,22
456735,She lives in New York.,8.00,737,lives,5,york,descriptive,,02,22
4012786,How long have you lived there?,9.00,1386,lived,6,have|how|lived|long|there|you,direct-address,,02,23
3343227,Have you lived here long?,8.00,1386,lived,5,lived,direct-address,,02,23
3442128,How long have you known?,8.00,389,known,5,known,direct-address,,02,23
472091,I study Korean.,9.00,3046,korean,3,korean,descriptive,,02,24
2300257,I came to say goodbye.,9.00,4241,goodbye,5,came|goodbye|i|say|to,descriptive,,02,25
1126721,Why are you saying goodbye?,7.00,4241,goodbye,5,goodbye,direct-address,,02,25
5042310,Do you like it or not?,8.00,50,do,6,do|it|like|not|or|you,direct-address,,02,26
x2_19,"Yes, I like it.",,294,yes,4,like,direct-address,,02,26
2252700,These are good.,8.00,94,these,3,these,descriptive,,02,27
2544716,I'm not having a good day.,8.00,227,having,6,having,descriptive,,02,27
1689909,I do it because I have to.,8.00,97,because,7,because,descriptive,,02,28
2163138,May I go?,8.00,108,may,3,may,direct-address,,02,29
2083032,I'll go on Sunday.,8.00,1275,sunday,4,sunday,descriptive,,02,29
3738218,Do you know that man?,8.00,145,man,5,do|know|man|that|you,direct-address,,02,30
2891092,Do you know what it says?,8.00,303,says,6,says,direct-address,,02,30
1885906,How does this look?,8.00,172,does,4,does,direct-address,,02,31
2272034,It doesn't look good.,8.00,264,doesn't,4,doesn't,descriptive,,02,31
2245527,Give me those.,8.00,180,give,3,give|me|those,direct-address,,02,32
2111934,Come again.,8.00,184,again,2,again|come,direct-address,,02,33
998503,He wants to come with us.,8.00,571,wants,6,wants|with,descriptive,,02,33
2546200,I thought you said 2:30.,8.00,229,thought,4,i|said|thought|you,direct-address,,02,34
2647341,What are you making?,8.00,257,making,4,making,direct-address,,02,35
511884,What do you make?,5.00,87,make,4,make,direct-address,,02,35
237944,How are you making out?,4.00,257,making,5,are|how|making|out|you,direct-address,,02,35
1349059,I'm reading.,8.00,742,reading,2,reading,descriptive,,02,36
1098659,Read this.,8.00,259,read,2,read,direct-address,,02,36
6029197,"Do you have this in black, too?",8.00,318,black,7,black|do|have|in|this|too|you,direct-address,,02,37
x2_10,"Yes, we do.",,294,yes,3,we,direct-address,,02,37
2880322,What makes you think that?,8.00,322,makes,5,makes,direct-address,,02,38
1872056,I'm happy.,8.00,434,happy,2,happy,descriptive,,02,39
x2_21,Why are you happy?,,434,happy,4,why,direct-address,,02,39
320080,Don't ask.,8.00,444,ask,2,ask,direct-address,,02,40
1841646,I'll ask him.,8.00,444,ask,3,him,descriptive,,02,40
1886532,Why are you asking?,7.00,1146,asking,4,are|asking|why|you,direct-address,,02,40
1954282,Watch me.,8.00,452,watch,2,watch,direct-address,,02,41
1954283,Watch us.,8.00,452,watch,2,us|watch,direct-address,,02,41
1050988,I like living here.,8.00,493,living,4,living,descriptive,,02,42
1125674,Where are you living?,8.00,493,living,4,are|living|where|you,direct-address,,02,42
2240787,We're fine here.,8.00,576,fine,3,fine|here|we're,descriptive,,02,43
1885871,How'd you get here?,8.00,13560,how'd,4,how'd,direct-address,,02,43
1495883,Where are my books?,8.00,719,books,4,are|books|my|where,descriptive,,02,44
671434,Where are the boys?,7.00,974,boys,4,boys,descriptive,,02,44
267239,Where are the girls?,7.00,680,girls,4,girls,descriptive,,02,44
4501970,See you in October.,8.00,803,october,4,october,direct-address,,02,45
2203796,We'll see.,8.00,1367,we'll,2,we'll,descriptive,,02,45
314454,She knows me.,8.00,895,knows,3,knows,descriptive,,02,46
449023,No one knows.,7.00,895,knows,3,knows|no|one,descriptive,,02,46
64428,Thank you for writing.,8.00,909,writing,4,for|thank|writing|you,direct-address,,02,47
x2_22,You're welcome.,,1101,welcome,2,welcome,direct-address,,02,47
1358780,How about Friday?,8.00,1155,friday,3,friday,direct-address,,02,48
x2_12,Friday is good for me.,,1155,friday,5,good,direct-address,,02,48
469126,She's my sister.,8.00,1195,sister,3,my|she's|sister,descriptive,,02,49
245559,Say hello to your sister for me.,8.00,1927,hello,7,hello,direct-address,,02,49
1495807,What's your sister's name?,8.00,11474,sister's,4,sister's,direct-address,,02,49
x2_4,Her name is Mary.,,1715,mary,4,her,direct-address,,02,49
2545954,I'm not good with names.,8.00,1302,names,5,good|i'm|names|not|with,descriptive,,02,50
2248965,It'll be good.,8.00,2564,it'll,3,be|good|it'll,descriptive,,02,50
1920819,I don't drink.,8.00,1322,drink,3,don't|drink|i,descriptive,,02,51
2244942,Are you drinking?,7.00,1976,drinking,3,drinking,direct-address,,02,51
2254568,What're you drinking?,8.00,14877,what're,3,drinking|you,direct-address,,02,51
18547,I'm broke.,8.00,1465,broke,2,broke,descriptive,,02,52
2107334,We're broke.,7.00,1465,broke,2,broke|we're,descriptive,,02,52
2111751,I'm Canadian.,8.00,2013,canadian,2,canadian,descriptive,,02,53
247877,We are not Americans.,8.00,1536,americans,4,americans,descriptive,,02,53
238862,It's Monday.,8.00,1651,monday,2,monday,descriptive,,02,54
2187246,It's Wednesday.,7.00,2546,wednesday,2,wednesday,descriptive,,02,54
2123580,It's Saturday.,7.00,1426,saturday,2,saturday,descriptive,,02,54
1673290,Is this car yours?,8.00,1834,yours,4,yours,direct-address,,02,55
x2_6,"Yes, it's mine.",,959,mine,3,mine,direct-address,,02,55
2760951,Is that car yours?,7.00,1834,yours,4,car|is|that|yours,direct-address,,02,55
x2_7,"No, it isn't.",,367,isn't,3,isn't,direct-address,,02,55
2107335,We're brothers.,8.00,2047,brothers,2,brothers,descriptive,,02,56
2549265,They're brothers.,7.00,2047,brothers,2,brothers|they're,descriptive,,02,56
1977902,I'm your brother.,7.00,790,brother,3,brother,direct-address,,02,56
1891022,I'm listening.,8.00,2199,listening,2,listening,descriptive,,02,57
1893640,We're listening.,7.00,2199,listening,2,listening|we're,descriptive,,02,57
394633,He loves her.,8.00,2201,loves,3,he|her|loves,descriptive,,02,58
2648845,Drinks are on me.,5.00,3395,drinks,4,drinks,descriptive,,02,59
2645020,Thank you for the drinks.,8.00,3395,drinks,5,drinks|for|thank|the|you,direct-address,,02,59
5840018,I'm studying.,8.00,3496,studying,2,studying,descriptive,,02,60
593281,He's studying.,7.00,3496,studying,2,he's|studying,descriptive,,02,60
312694,She studies English.,7.00,1118,studies,3,studies,descriptive,,02,60
255449,I'm a baker.,8.00,4741,baker,3,baker,descriptive,,02,61
x2_17,Where do you work?,,114,work,4,work,direct-address,,02,61
x2_18,I work in a bakery.,,10432,bakery,5,bakery,direct-address,,02,61
2251019,That'll be great.,8.00,7318,that'll,3,that'll,descriptive,,02,62
1495887,How's your brother?,8.00,7385,how's,3,how's,direct-address,,02,63
x2_11,"He's fine, thanks.",,576,fine,3,fine,direct-address,,02,63
5769807,I'm a carpenter.,8.00,8825,carpenter,3,carpenter,descriptive,,02,64
2360439,I have to be up by 6:30.,7.00,44,up,6,be|by|have|i|to|up,descriptive,,02,65
x2_16,What time do you wake up?,,1792,wake,6,wake,direct-address,,02,65
1977679,I like it when you do that.,7.00,50,do,7,that|when,direct-address,,02,66
2359400,I've come to see you.,7.00,178,i've,5,come|i've|see|to|you,direct-address,,02,67
241719,You'll see.,7.00,604,you'll,2,you'll,direct-address,,02,67
1983980,It's a good thing.,7.00,179,thing,4,thing,descriptive,,02,68
260561,I know his family.,7.00,200,family,4,his,descriptive,,02,69
3832028,My family thinks I'm rich.,7.00,1726,thinks,5,thinks,descriptive,,02,69
3675788,My family's not rich.,7.00,6583,family's,4,family's,descriptive,,02,69
2368,He's a good person.,7.00,250,person,4,he's,descriptive,,02,70
593241,She's a good person.,7.00,542,she's,4,a|good|person|she's,descriptive,,02,70
5828682,I took it.,7.00,285,took,3,took,descriptive,,02,71
3822323,I took the money.,7.00,285,took,4,i|money|the|took,descriptive,,02,71
1860571,Take whatever you want.,7.00,748,whatever,4,whatever,direct-address,,02,71
2111483,Take mine.,7.00,959,mine,2,mine,direct-address,,02,71
42189,It's white.,7.00,286,white,2,white,descriptive,,02,72
2892547,What do you think it says?,7.00,303,says,6,do|it|says|think|what|you,direct-address,,02,73
1120794,You are big.,6.00,195,big,3,are|big|you,direct-address,,02,74
2111244,They're small.,7.00,313,they're,2,they're,descriptive,,02,74
3727148,I'm using this.,7.00,316,using,3,i'm|this|using,descriptive,,02,75
3044158,They're using you.,4.00,316,using,3,using,direct-address,,02,75
2245509,Get the book.,7.00,345,book,3,book,direct-address,,02,76
1048420,This isn't money.,7.00,367,isn't,3,isn't,descriptive,,02,77
64716,Here is your bill.,7.00,718,bill,4,bill|here|is|your,direct-address,,02,77
3568461,How long have you known me?,7.00,389,known,6,have|how|known|long|me|you,direct-address,,02,78
x2_20,For two years.,,116,years,3,years,direct-address,,02,78
254495,I know the girl.,7.00,404,girl,4,girl,descriptive,,02,79
254503,I know the boy.,7.00,677,boy,4,boy,descriptive,,02,79
395051,I know those girls.,7.00,680,girls,4,girls|i|know|those,descriptive,,02,79
289834,He is playing here.,7.00,415,playing,4,he|here|is|playing,descriptive,,02,80
3730601,What goes on in here?,7.00,595,goes,5,goes|here|in|on|what,descriptive,,02,80
1280399,My father isn't home.,7.00,539,father,4,father,descriptive,,02,81
706999,Dad isn't home.,7.00,1170,dad,3,dad|home|isn't,descriptive,,02,81
2243127,They gave up.,7.00,549,gave,3,gave,descriptive,,02,82
5852641,I'm giving up.,7.00,723,giving,3,giving|i'm|up,descriptive,,02,82
1931872,Does your mother know?,7.00,566,mother,4,does|know|mother|your,direct-address,,02,83
1345510,He doesn't know English.,7.00,642,english,4,doesn't|english|he|know,descriptive,,02,83
2283731,I'm thinking.,7.00,569,thinking,2,thinking,descriptive,,02,84
2218194,You're looking down.,5.00,236,looking,3,down|looking|you're,direct-address,,02,85
1876996,You look fine.,7.00,576,fine,3,fine,direct-address,,02,85
954759,You look European.,5.00,860,european,3,european,direct-address,,02,85
3368737,You look good in black.,5.00,318,black,5,black,direct-address,,02,85
2111614,Look again.,6.00,184,again,2,again,direct-address,,02,85
1905871,Are you looking?,6.00,236,looking,3,looking,direct-address,,02,85
1444911,I like running.,7.00,586,running,3,running,descriptive,,02,86
2248017,I'm going running.,6.00,586,running,3,going|i'm|running,descriptive,,02,86
2044403,You'll be happy.,7.00,604,you'll,3,be|happy|you'll,direct-address,,02,87
1209117,I knew it.,7.00,624,knew,3,knew,descriptive,,02,88
2891440,Is that what it takes?,7.00,672,takes,5,takes,descriptive,,02,89
311725,Where has she gone?,7.00,682,gone,4,has,descriptive,,02,90
x2_13,She's gone home.,,682,gone,3,home,direct-address,,02,90
2883884,I love books.,7.00,719,books,3,books,descriptive,,02,91
2245957,I love Australia.,7.00,911,australia,3,australia,descriptive,,02,91
2091109,No one lives here.,7.00,737,lives,4,lives,descriptive,,02,92
2249608,No one's here.,7.00,3673,one's,3,here|no|one's,descriptive,,02,92
1389443,"OK, I'll order it.",7.00,739,ok,4,ok,descriptive,,02,93
2158897,I miss my mom.,7.00,778,mom,4,mom,descriptive,,02,94
2369536,Is your mom home?,7.00,778,mom,4,home|is|mom|your,direct-address,,02,94
x2_5,"No, she's at work.",,542,she's,4,work,direct-address,,02,94
2241668,We've come home.,7.00,971,we've,3,we've,descriptive,,02,95
2359394,I've come to get you.,6.00,178,i've,5,i've,direct-address,,02,95
2111324,They're brown.,6.00,1031,brown,2,brown,descriptive,,02,96
67945,"That brown one is mine, too.",7.00,1031,brown,6,brown|is|mine|one|that|too,descriptive,,02,96
3311133,We're going out for Chinese.,7.00,1033,chinese,5,chinese|for|going|out|we're,descriptive,,02,97
3831744,My family's going to love you.,7.00,6583,family's,6,family's|going|love|my|to|you,direct-address,,02,97
1789234,I loved you.,7.00,1076,loved,3,loved,direct-address,,02,98
2243248,They loved it.,7.00,1076,loved,3,it|loved|they,descriptive,,02,98
2255334,You'd love it.,7.00,1573,you'd,3,it|love|you'd,direct-address,,02,98
263185,We play on Sunday.,7.00,1275,sunday,4,on|play|sunday|we,descriptive,,02,99
1578738,I know your names.,7.00,1302,names,4,names,direct-address,,02,100
