id,text,pedagogy,max_wfs,rarest_word,word_count,added_for,register,formality,ogte_level,arc_id
3944981,Spanish is spoken in many countries.,6.00,3308,spoken,6,countries|in|is|many|spanish|spoken,descriptive,n/a,06,16
4811383,That is one of the most difficult languages in the whole world.,6.00,3474,languages,12,difficult|in|is|languages|most|of|one|that|the|whole|world,descriptive,n/a,06,16
6220809,Nobody here speaks French.,8.00,3424,speaks,4,french|here|nobody|speaks,descriptive,n/a,06,16
6221343,Nobody I know studies French.,5.00,1188,nobody,5,studies,descriptive,n/a,06,16
248036,We want to learn some Spanish songs.,6.00,1903,spanish,7,spanish,descriptive,n/a,06,16
249138,We want to learn some Japanese songs.,8.00,1624,japanese,7,japanese,descriptive,n/a,06,16
348057,What is this animal called in Japanese?,9.00,1624,japanese,7,animal|called|in|is|japanese|this|what,direct-address,neutral,06,16
2451269,Have you already started learning French?,7.00,1264,learning,6,already|french|have|learning|started|you,direct-address,neutral,06,16
2451084,I still have difficulty in making myself understood in French.,6.00,4020,difficulty,10,making,descriptive,n/a,06,16
3272970,It's cheap.,9.00,1972,cheap,2,cheap,descriptive,n/a,06,17
1853748,It's not cheap.,9.00,1972,cheap,3,cheap|it's|not,descriptive,n/a,06,17
5992045,How much did the bread cost?,8.00,2955,bread,6,bread,descriptive,n/a,06,17
4664633,It cost me three hundred dollars.,7.00,1983,hundred,6,cost|dollars|hundred|it|me|three,descriptive,n/a,06,17
4016058,Is three hundred dollars enough?,7.00,1983,hundred,5,dollars|hundred,direct-address,neutral,06,17
2247447,I want soup.,8.00,5510,soup,3,soup,descriptive,n/a,06,18
2498743,I dropped my sandwich.,6.00,5705,sandwich,4,sandwich,descriptive,n/a,06,18
2267026,I like chocolate ice cream.,8.00,3021,chocolate,5,chocolate,descriptive,n/a,06,18
2360978,I hope you like chocolate cake.,8.00,3021,chocolate,6,cake|chocolate|hope|i|like|you,direct-address,neutral,06,18
2422751,I want ice cream.,9.00,2363,cream,4,cream|ice,descriptive,n/a,06,18
1097173,There were two pieces of cake.,6.00,2800,cake,6,cake|of|pieces|there|two|were,descriptive,n/a,06,18
53912,Welcome to San Francisco.,9.00,2809,francisco,4,francisco|san,direct-address,neutral,06,19
x6_89,"Thanks, it's my first time here.",,354,thanks,6,first|time,direct-address,neutral,06,19
x6_90,You'll love it.,,604,you'll,3,love|it,direct-address,neutral,06,19
1495870,What's today's date?,9.00,2844,today's,3,today's,direct-address,neutral,06,20
x6_52,It's the fifteenth.,,14722,fifteenth,3,fifteenth,descriptive,n/a,06,20
38987,Would you mind closing the door?,9.00,3190,closing,6,closing|door|mind|the|would|you,direct-address,formal,06,21
x6_13,Not at all.,,32,all,3,at|all,direct-address,neutral,06,21
1716512,Thank you for closing the door.,8.00,3190,closing,6,closing,direct-address,formal,06,21
4016285,Thanks for opening the door.,8.00,1217,opening,5,door|for|opening|thanks|the,direct-address,neutral,06,21
27259,Where is the nearest bank?,9.00,5846,nearest,5,nearest,direct-address,neutral,06,22
4013960,Is the bank still open?,8.00,694,bank,5,bank,descriptive,n/a,06,22
x6_19,"Yes, it's still open.",,306,open,4,still|open,descriptive,n/a,06,22
3738883,Why should I pay?,8.00,381,pay,4,i|pay|should|why,direct-address,neutral,06,22
2254931,You already paid.,7.00,781,paid,3,paid,direct-address,neutral,06,22
4397632,I'm paid enough.,6.00,781,paid,3,enough|i'm|paid,descriptive,n/a,06,22
36584,How's the weather?,9.00,7385,how's,3,how's|the|weather,direct-address,neutral,06,23
x6_22,It's pretty hot today.,,700,hot,4,today,descriptive,n/a,06,23
2249172,It's pretty hot.,7.00,700,hot,3,hot,descriptive,n/a,06,23
2009261,It's getting hotter.,6.00,11327,hotter,3,hotter,descriptive,n/a,06,23
72548,This is the hottest summer we have had in fifty years.,6.00,7891,hottest,11,hottest,descriptive,n/a,06,23
72595,It's rather cold for April.,6.00,1001,cold,5,april,descriptive,n/a,06,23
323780,Wake up!,8.00,1792,wake,2,wake,direct-address,informal,06,24
4012218,Thank you for waking me up.,9.00,7439,waking,6,waking,direct-address,neutral,06,24
3818967,I woke up.,7.00,4912,woke,3,i|up|woke,descriptive,n/a,06,24
3818961,I've just woken up.,7.00,14059,woken,4,i've|just|up|woken,descriptive,n/a,06,24
5916199,I usually wake up at dawn.,7.00,4448,dawn,6,dawn,descriptive,n/a,06,24
2645638,What's your son's name?,9.00,8144,son's,4,son's,direct-address,neutral,06,25
x6_39,His name is John.,,405,john,4,john|his,descriptive,n/a,06,25
2543901,What's your husband's name?,9.00,8423,husband's,4,husband's,direct-address,neutral,06,25
x6_40,His name is Tom.,,1568,tom,4,tom,descriptive,n/a,06,25
5545133,What's your father's full name?,8.00,4526,father's,5,father's|full|name|what's|your,direct-address,neutral,06,25
1898238,Something's wrong.,9.00,13833,something's,2,something's,descriptive,n/a,06,26
264343,When should I come again?,8.00,184,again,5,when,direct-address,neutral,06,27
x6_28,Come back tomorrow.,,1020,tomorrow,3,back|tomorrow,direct-address,neutral,06,27
3374692,I'm still not sure.,8.00,197,sure,4,sure,descriptive,n/a,06,28
4014041,Do you still have my number?,8.00,211,number,6,number,direct-address,neutral,06,29
x6_91,"Yes, I do.",,294,yes,3,yes|do,descriptive,n/a,06,29
x6_92,Call me anytime.,,5093,anytime,3,anytime|call,direct-address,neutral,06,29
51899,I already told you.,8.00,261,told,4,told,direct-address,neutral,06,30
2770698,We should tell him.,8.00,270,tell,4,him|tell,descriptive,n/a,06,31
1276148,We have enough water.,8.00,277,water,4,water,descriptive,n/a,06,32
1598426,There's not enough water.,8.00,277,water,4,enough|not|there's|water,descriptive,n/a,06,33
3273069,Is it far from your place?,8.00,288,far,6,far,direct-address,neutral,06,34
x6_55,"No, it's quite close.",,508,quite,4,close,descriptive,n/a,06,34
5859240,I'm still working.,8.00,334,working,3,working,descriptive,n/a,06,35
2663483,That should be no problem.,8.00,382,problem,5,be|no|problem|should|that,descriptive,n/a,06,36
2360990,I hope you win.,8.00,399,win,4,hope|i|win|you,direct-address,neutral,06,37
x6_18,Good luck!,,1300,luck,2,good|luck,direct-address,neutral,06,37
5593897,I hope the rain stops soon.,6.00,3619,stops,6,stops,descriptive,n/a,06,37
436709,I hope they arrive soon.,7.00,3700,arrive,5,arrive,descriptive,n/a,06,37
1098803,We hope to arrive on time.,7.00,3700,arrive,6,arrive|hope|on|time|to|we,descriptive,n/a,06,37
4501066,Maybe you should move.,8.00,438,move,4,move,direct-address,neutral,06,38
3374790,Maybe you should ask.,8.00,444,ask,4,ask,direct-address,neutral,06,39
2406323,I should check on that.,8.00,478,check,5,check,descriptive,n/a,06,40
2064624,Something's strange.,8.00,13833,something's,2,something's|strange,descriptive,n/a,06,41
2064634,Something seems wrong.,8.00,568,seems,3,seems,descriptive,n/a,06,41
2250142,That seems wrong.,8.00,568,seems,3,seems|that|wrong,descriptive,n/a,06,41
2064673,Did something seem wrong?,7.00,872,seem,4,did|seem|something|wrong,descriptive,n/a,06,41
2243307,They seem serious.,7.00,872,seem,3,seem,descriptive,n/a,06,41
3729835,It seemed likely.,5.00,1602,seemed,3,it|likely|seemed,descriptive,n/a,06,41
2255238,You sounded serious.,5.00,5781,sounded,3,sounded,direct-address,neutral,06,41
5860780,You sounded surprised.,5.00,5781,sounded,3,sounded|surprised|you,direct-address,neutral,06,41
1898066,This should be interesting.,6.00,1071,interesting,4,interesting,descriptive,n/a,06,41
5851281,It's becoming more popular.,7.00,1613,becoming,4,becoming,descriptive,n/a,06,41
321586,I feel fine.,8.00,576,fine,3,fine,descriptive,n/a,06,42
1476458,They should be fine.,8.00,576,fine,4,be|fine|should|they,descriptive,n/a,06,43
19164,"Sorry, we're full today.",8.00,671,sorry,4,sorry,direct-address,neutral,06,44
x6_93,When do you have a table?,,946,table,6,table|when,direct-address,neutral,06,44
x6_94,Try again tomorrow evening.,,1440,evening,4,evening|again,direct-address,neutral,06,44
3395976,Where should I park?,8.00,706,park,4,park,direct-address,neutral,06,45
4501330,Your car shouldn't be parked here.,8.00,7789,parked,6,be|car|here|parked|shouldn't|your,direct-address,neutral,06,45
x6_20,"Sorry, I'll move it.",,671,sorry,4,move,direct-address,neutral,06,45
3428503,My car is parked out front.,8.00,7789,parked,6,parked,descriptive,n/a,06,45
5360712,All the parking lots were full.,6.00,3161,parking,6,parking,descriptive,n/a,06,45
321352,I'll take care of the bill.,8.00,718,bill,6,bill,descriptive,n/a,06,46
2900196,That'll cost thirty euros.,8.00,9161,euros,4,euros,descriptive,n/a,06,46
42836,It will cost around fifteen dollars.,7.00,5558,fifteen,6,fifteen,descriptive,n/a,06,46
1898277,Perhaps you're right.,8.00,843,perhaps,3,perhaps,direct-address,neutral,06,47
2546232,"You're wrong, as usual.",6.00,2397,usual,4,usual,direct-address,informal,06,47
3635980,It appears I was wrong.,6.00,1505,appears,5,appears,descriptive,n/a,06,47
3818389,Are you saying I'm wrong?,7.00,417,saying,5,saying,direct-address,neutral,06,47
2546037,I'm afraid you're wrong.,7.00,2009,afraid,4,afraid,direct-address,neutral,06,47
46988,The clock is wrong.,6.00,3385,clock,4,clock|is|the|wrong,descriptive,n/a,06,47
31683,It's already seven.,8.00,873,seven,3,seven,descriptive,n/a,06,48
1396333,It's already eleven.,6.00,5747,eleven,3,eleven,descriptive,n/a,06,48
5825535,It's past eight.,7.00,1004,eight,3,eight,descriptive,n/a,06,48
3417570,Is it morning already?,7.00,461,morning,4,morning,descriptive,n/a,06,48
x6_29,"Yes, it is.",,294,yes,3,yes,descriptive,n/a,06,48
2249180,It's pretty simple.,8.00,875,simple,3,simple,descriptive,n/a,06,49
2591261,That's pretty normal.,6.00,1042,normal,3,normal|pretty|that's,descriptive,n/a,06,49
2249032,It's already happening.,7.00,1646,happening,3,happening,descriptive,n/a,06,49
x6_51,I noticed.,,2339,noticed,2,noticed,descriptive,n/a,06,49
5853038,I'm pretty rich.,6.00,1306,rich,3,i'm|pretty|rich,descriptive,n/a,06,49
1890963,I'm already rich.,6.00,1306,rich,3,rich,descriptive,n/a,06,49
2245748,I feel normal.,6.00,1042,normal,3,normal,descriptive,n/a,06,49
2245751,I feel safe.,8.00,903,safe,3,feel|i|safe,descriptive,n/a,06,49
2245430,Everyone felt safe.,7.00,903,safe,3,safe,descriptive,n/a,06,49
3821063,I felt safer.,5.00,6025,safer,3,felt|i|safer,descriptive,n/a,06,49
2251208,That's probably safer.,6.00,6025,safer,3,safer,descriptive,n/a,06,49
3238914,This is the safest place I know.,5.00,11832,safest,7,safest,descriptive,n/a,06,49
6111057,What's the safest way to do that?,6.00,11832,safest,7,do|safest|that|the|to|way|what's,direct-address,neutral,06,49
3238990,"For your own safety, just stay here.",6.00,1135,safety,7,safety,direct-address,formal,06,49
2245029,Call the hospital.,8.00,894,hospital,3,hospital,direct-address,neutral,06,50
4102938,Call a doctor immediately.,8.00,1320,doctor,4,a|call|doctor|immediately,direct-address,neutral,06,50
28014,The doctor came immediately.,7.00,1320,doctor,4,doctor,descriptive,n/a,06,50
x6_15,I'll be right there.,,348,i'll,4,right|there,descriptive,n/a,06,50
3185576,I'm sick of hospitals.,7.00,4033,hospitals,4,hospitals|i'm|of|sick,descriptive,n/a,06,50
1324335,I'm starting to enjoy it.,8.00,904,starting,5,starting,descriptive,n/a,06,51
4498860,Things have gotten worse.,7.00,3141,gotten,4,gotten|have|things|worse,descriptive,n/a,06,52
4498903,It's gotten worse.,7.00,3141,gotten,3,gotten,descriptive,n/a,06,52
1637170,It gets worse.,6.00,1369,worse,3,worse,descriptive,n/a,06,52
4497030,The timing couldn't be worse.,4.00,4352,timing,5,timing,descriptive,n/a,06,52
2251288,That's the worst.,7.00,1247,worst,3,worst,descriptive,n/a,06,52
2643729,I'm starting to feel better.,8.00,904,starting,5,better|feel|i'm|starting|to,descriptive,n/a,06,52
2250108,That feels better.,7.00,1326,feels,3,better|feels|that,descriptive,n/a,06,52
928289,My mother's feeling better.,7.00,3787,mother's,4,mother's,descriptive,n/a,06,52
2359820,I've had better vacations.,6.00,12451,vacations,4,vacations,descriptive,n/a,06,52
3823006,Maybe you should listen.,8.00,918,listen,4,listen,direct-address,neutral,06,53
2720454,You should listen to me.,8.00,918,listen,5,listen|me|should|to|you,direct-address,neutral,06,54
2248262,I'm still waiting.,8.00,927,waiting,3,waiting,descriptive,n/a,06,55
1311,You should sleep.,8.00,945,sleep,3,sleep,direct-address,neutral,06,56
22781,We must sleep at least eight hours a day.,6.00,1004,eight,9,a|at|day|eight|hours|least|must|sleep|we,descriptive,n/a,06,56
1276127,He's probably sleeping.,6.00,2682,sleeping,3,sleeping,descriptive,n/a,06,56
2243668,They're probably sleeping.,6.00,2682,sleeping,3,probably|sleeping|they're,descriptive,n/a,06,56
1887672,I slept through the storm.,5.00,5263,slept,5,i|slept|storm|the|through,descriptive,n/a,06,56
4914756,Nobody slept.,4.00,5263,slept,2,slept,descriptive,n/a,06,56
243335,Let's stay here tonight.,8.00,995,tonight,4,tonight,direct-address,neutral,06,57
2892394,Tonight's going to be fun.,7.00,10675,tonight's,5,tonight's,descriptive,n/a,06,57
4663148,We still need to buy food for tonight's party.,7.00,10675,tonight's,9,buy|food|for|need|party|still|to|tonight's|we,descriptive,n/a,06,57
2547854,I'll cook you dinner.,8.00,2228,cook,4,cook,direct-address,neutral,06,57
246394,I cooked dinner.,7.00,5811,cooked,3,cooked,descriptive,n/a,06,57
1768855,I cooked him dinner.,6.00,5811,cooked,4,cooked|dinner|him|i,descriptive,n/a,06,57
1439842,My mother is preparing dinner.,8.00,4048,preparing,5,dinner|is|mother|my|preparing,descriptive,n/a,06,57
258163,I sometimes cook dinner.,8.00,2228,cook,4,cook|dinner|i|sometimes,descriptive,n/a,06,57
5179259,Let's meet in front of the station.,8.00,1049,station,7,station,direct-address,neutral,06,58
243721,Where is the nearest police station?,7.00,5846,nearest,6,is|nearest|police|station|the|where,direct-address,neutral,06,58
2771165,I plan to catch the 10:30 train.,7.00,1406,catch,6,catch|i|plan|the|to|train,descriptive,n/a,06,58
1196238,The train is very fast.,6.00,1164,train,5,train,descriptive,n/a,06,58
1451932,That bus stops in front of my house.,7.00,3619,stops,8,bus|front|house|in|my|of|stops|that,descriptive,n/a,06,58
2954761,You should join our group.,8.00,1073,join,5,group,direct-address,neutral,06,59
1500306,That's fair enough.,8.00,1092,fair,3,fair,descriptive,n/a,06,60
4494912,Is that fair enough?,8.00,1092,fair,4,enough|fair|is|that,direct-address,neutral,06,60
2375965,I know how you feel about doctors.,6.00,2707,doctors,7,about|doctors|feel|how|i|know|you,direct-address,neutral,06,61
2254610,I'm a restaurant manager.,8.00,2107,restaurant,4,restaurant,descriptive,n/a,06,61
1418629,Call the manager.,8.00,1131,manager,3,manager,direct-address,neutral,06,61
2107678,We'll manage.,7.00,2777,manage,2,manage,descriptive,n/a,06,61
2111711,I'm managing.,7.00,3598,managing,2,managing,descriptive,n/a,06,61
2203725,We're managing.,7.00,3598,managing,2,managing|we're,descriptive,n/a,06,61
2417,I managed to get in.,6.00,1782,managed,5,managed,descriptive,n/a,06,61
6003747,That's what managers are supposed to do.,5.00,3154,managers,7,managers,descriptive,n/a,06,61
1186483,My older brother manages that company.,7.00,7480,manages,6,company|manages,descriptive,n/a,06,61
2248315,I'm with management.,5.00,762,management,3,management,descriptive,n/a,06,61
3264714,We're under new management.,5.00,762,management,4,management|new|under|we're,descriptive,n/a,06,61
2250914,That sounds fun.,8.00,1139,sounds,3,sounds,descriptive,n/a,06,62
3428519,That does sound fun.,7.00,731,sound,4,sound,descriptive,n/a,06,62
4397570,That'd be fun.,8.00,9587,that'd,3,be|fun|that'd,descriptive,n/a,06,62
2248963,It'll be fun.,8.00,2564,it'll,3,be|fun|it'll,descriptive,n/a,06,62
3539237,It was sort of fun.,7.00,1086,sort,5,sort,descriptive,n/a,06,62
39162,Watching TV is fun.,7.00,1023,watching,4,fun|is|tv|watching,descriptive,n/a,06,62
248213,We enjoy watching TV.,7.00,1023,watching,4,watching,descriptive,n/a,06,62
325560,It's fun to travel.,7.00,1088,travel,4,fun|it's|to|travel,descriptive,n/a,06,62
3688378,Staying home is boring.,6.00,3382,boring,4,boring,descriptive,n/a,06,62
2250926,That sounds serious.,8.00,1139,sounds,3,serious|sounds|that,descriptive,n/a,06,63
2021196,Are you still interested?,8.00,1180,interested,4,interested,direct-address,neutral,06,64
x6_56,"Yes, very much.",,294,yes,3,very|much,descriptive,n/a,06,64
249146,We will stay here until Sunday.,8.00,1275,sunday,6,sunday,descriptive,n/a,06,65
2249292,It's still closed.,8.00,1315,closed,3,closed,descriptive,n/a,06,66
4530071,I fully agree with you.,8.00,1354,fully,5,agree|fully|i|with|you,direct-address,neutral,06,67
3732796,I hope you agree.,7.00,1121,agree,4,agree,direct-address,neutral,06,67
5636513,I hope everyone agrees.,6.00,6051,agrees,4,agrees,descriptive,n/a,06,67
5856422,I agreed to stay.,7.00,1502,agreed,4,agreed,descriptive,n/a,06,67
1300816,I agreed with his plan.,7.00,1502,agreed,5,agreed|his|i|plan|with,descriptive,n/a,06,67
5851340,I'm already standing.,7.00,1458,standing,3,standing,descriptive,n/a,06,68
292888,He is still standing.,7.00,1458,standing,4,he|is|standing|still,descriptive,n/a,06,68
297850,He stood behind me.,6.00,2625,stood,4,behind|he|me|stood,descriptive,n/a,06,68
4828638,Nobody stood up.,5.00,2625,stood,3,stood,descriptive,n/a,06,68
2111527,Stand still!,5.00,745,stand,2,stand,direct-address,informal,06,68
2283719,Hold still.,6.00,644,hold,2,hold,direct-address,informal,06,68
2111552,Sit still.,5.00,1343,sit,2,sit,direct-address,informal,06,68
5828956,I sat still.,5.00,2294,sat,3,sat,descriptive,n/a,06,68
3396728,Why are we still sitting here?,8.00,1457,sitting,6,are|here|sitting|still|we|why,descriptive,n/a,06,68
2361170,I don't feel like sitting down.,7.00,1457,sitting,6,sitting,descriptive,n/a,06,68
2111406,That's sad.,8.00,1523,sad,2,sad,descriptive,n/a,06,69
2255210,You seemed sad.,7.00,1602,seemed,3,seemed,direct-address,neutral,06,69
2111708,I'm nervous.,8.00,3478,nervous,2,nervous,descriptive,n/a,06,69
2203104,You're nervous.,8.00,3478,nervous,2,nervous|you're,direct-address,neutral,06,69
2111405,That's scary.,8.00,3801,scary,2,scary,descriptive,n/a,06,69
3374168,That scares me.,7.00,10655,scares,3,me|scares|that,descriptive,n/a,06,69
5851706,I scare easily.,7.00,6248,scare,3,easily|i|scare,descriptive,n/a,06,69
1226152,You scare me.,7.00,6248,scare,3,scare,direct-address,neutral,06,69
1440754,Nothing scares me.,6.00,10655,scares,3,scares,descriptive,n/a,06,69
5852965,Is it still Monday?,8.00,1651,monday,4,is|it|monday|still,descriptive,n/a,06,70
2249299,It's still Monday.,7.00,1651,monday,3,monday,descriptive,n/a,06,70
5938567,I'm always busy on Mondays.,7.00,13912,mondays,5,mondays,descriptive,n/a,06,70
6104315,Aren't you busy on Mondays?,7.00,13912,mondays,5,aren't|busy|mondays|on|you,direct-address,neutral,06,70
x6_24,"Yes, I am.",,294,yes,3,yes,descriptive,n/a,06,70
2457362,This bag is not big enough.,8.00,1668,bag,6,bag|big|enough|is|not|this,descriptive,n/a,06,71
2478232,The bag is full.,7.00,1668,bag,4,bag,descriptive,n/a,06,71
3818860,The place is too small for us.,6.00,284,small,7,small,descriptive,n/a,06,71
2245730,I enjoy movies.,8.00,1684,movies,3,movies,descriptive,n/a,06,72
1553288,You're lucky.,8.00,1751,lucky,2,lucky,direct-address,neutral,06,73
2241521,We weren't lucky.,6.00,2120,weren't,3,weren't,descriptive,n/a,06,73
2044394,Nobody's happy.,7.00,11208,nobody's,2,nobody's,descriptive,n/a,06,73
4398772,I'm the happiest man in the world.,6.00,11429,happiest,7,happiest,descriptive,n/a,06,73
6002351,This is the happiest I've ever been.,6.00,11429,happiest,7,been|ever|happiest|i've|is|the|this,descriptive,n/a,06,73
2044536,At least I'll die happy.,4.00,891,die,5,at|die|happy|i'll|least,descriptive,n/a,06,73
3636254,It's still my birthday.,8.00,1768,birthday,4,birthday,descriptive,n/a,06,74
3023235,We got married on October 20th.,7.00,5074,th,6,got|married|october|on|th|we,descriptive,n/a,06,74
890478,Have you finished ordering?,8.00,6720,ordering,4,ordering,direct-address,neutral,06,75
x6_10,"Yes, we have.",,294,yes,3,yes,descriptive,n/a,06,75
2192199,I already ordered.,8.00,1856,ordered,3,ordered,descriptive,n/a,06,75
