id,text,pedagogy,max_wfs,rarest_word,word_count,added_for,register,formality,ogte_level,arc_id
5843700,We have no choice but to trust each other.,,851,choice,9,choice|each|no|other,descriptive,n/a,12,12
1318696,I've heard the French version of this song.,,906,version,8,french|heard|song,descriptive,n/a,12,13
2323264,I don't trust anyone except myself.,,1005,except,6,anyone|don't|except|myself,descriptive,n/a,12,14
2544219,I'm asking you to trust me.,,1146,asking,6,asking,direct-address,neutral,12,15
x12_9,Why should I?,,123,why,3,why|should,direct-address,neutral,12,15
3728820,I had to earn your trust.,,3076,earn,6,earn,direct-address,neutral,12,15
1898055,Trust is earned.,,2708,earned,3,earned,descriptive,n/a,12,15
237689,I'm asking you to do this because I trust you.,,1146,asking,10,because|do,direct-address,neutral,12,16
3258111,Do you have fire insurance?,,1214,insurance,5,fire,direct-address,neutral,12,17
4846667,What does your insurance cover?,,1214,insurance,5,cover,direct-address,neutral,12,17
320470,How much is it including insurance and tax?,,1214,insurance,8,including|tax,direct-address,neutral,12,17
1860383,Don't worry. I have insurance.,,1535,worry,5,worry,direct-address,informal,12,17
1624887,Did you see the new commercial?,,1254,commercial,6,did|new|see,direct-address,neutral,12,18
252926,I love that commercial.,,1254,commercial,4,commercial|love|that,descriptive,n/a,12,18
4495998,The conference begins on Monday.,,2360,begins,5,begins|monday,descriptive,n/a,12,19
478193,The conference ended at five.,,1257,ended,5,at|ended|five,descriptive,n/a,12,19
5358578,The conference ends tomorrow.,,1807,ends,4,ends,descriptive,n/a,12,19
22428,There was a convention last month.,,2959,convention,6,convention|there,descriptive,n/a,12,19
887110,She first met him at a conference in Boston.,,2129,boston,9,met,descriptive,n/a,12,19
1853636,Do you have the latest version?,,1263,latest,6,latest,direct-address,neutral,12,20
1272070,I prefer this version.,,2620,prefer,4,prefer,descriptive,n/a,12,20
4500303,Was the new version easy to install?,,5572,install,7,install,direct-address,neutral,12,20
x12_17,It installed without any issues.,,3594,installed,5,installed|issues,descriptive,n/a,12,20
2711715,What is the grand total?,,1294,grand,5,total,descriptive,n/a,12,21
2835624,We're supposed to trust each other.,,1309,supposed,6,supposed,descriptive,n/a,12,22
3413218,Am I supposed to trust you now?,,1309,supposed,7,am|now,direct-address,neutral,12,23
3826942,I trust your advice.,,1370,advice,4,advice,direct-address,neutral,12,24
1276326,I won an award as well.,,1373,award,6,an|as|award|well|won,descriptive,n/a,12,25
2360818,I heard you received an award last month.,,1373,award,8,last|month|received,direct-address,neutral,12,25
17534,You deserve the prize.,,2529,prize,4,deserve,direct-address,neutral,12,25
x12_18,Don't say that — you'll jinx it.,,604,you'll,6,say|jinx,direct-address,informal,12,25
1396339,I'm surprised that you won the prize.,,2529,prize,7,surprised,direct-address,neutral,12,25
4496416,Things eventually changed.,,1382,eventually,3,changed|eventually|things,descriptive,n/a,12,26
24607,Everything eventually gets easier with practice.,,1775,easier,6,easier|everything|gets|practice,descriptive,n/a,12,26
2540181,I'd have figured it out eventually.,,3653,figured,6,figured,descriptive,n/a,12,26
x12_19,We just have to be patient.,,1754,patient,6,patient,descriptive,n/a,12,26
4016042,Everybody dies eventually.,,3519,dies,3,dies,descriptive,n/a,12,26
2544966,I was eventually released.,,1382,eventually,4,released,descriptive,n/a,12,27
4497278,All the patients eventually died.,,1382,eventually,5,patients,descriptive,n/a,12,28
3820365,I trust the teacher.,,1399,teacher,4,teacher,descriptive,n/a,12,29
16189,What do you base your theory on?,,1400,theory,7,base,direct-address,neutral,12,30
17278,I think your basic theory is wrong.,,1400,theory,7,basic,direct-address,neutral,12,30
253680,I can't accept this theory.,,1461,accept,5,accept,descriptive,n/a,12,30
x12_22,But it explains the data.,,3460,explains,5,explains|data,descriptive,n/a,12,30
3150409,Are you buying that theory?,,1798,buying,5,buying,direct-address,neutral,12,30
5191964,I've had three operations.,,1421,operations,4,had|operations,descriptive,n/a,12,31
953343,How many operations has Dr. Jackson performed this month?,,2565,jackson,9,dr|jackson|many|performed,direct-address,neutral,12,31
2549262,This is critical.,,1545,critical,3,critical,descriptive,n/a,12,32
295036,He was in critical condition.,,1545,critical,5,condition,descriptive,n/a,12,32
3823487,It's a complex issue.,,1437,complex,4,issue,descriptive,n/a,12,32
5288611,Human relationships are complex.,,2106,relationships,4,human|relationships,descriptive,n/a,12,32
5288084,Human relationships are very complex.,,2106,relationships,5,very,descriptive,n/a,12,32
5541469,One of the most urgent challenges of our time is climate change.,,5524,urgent,12,challenges|most|urgent,descriptive,n/a,12,32
5189173,You'll eventually get used to the heat.,,1444,heat,7,get|heat|used|you'll,direct-address,neutral,12,33
5189126,I suppose I'll get used to this eventually.,,2683,suppose,8,eventually|get|i|i'll|suppose|this|to|used,descriptive,n/a,12,33
2375816,I knew you'd show up eventually.,,1573,you'd,6,show,direct-address,informal,12,33
58303,This library has a large collection of Chinese books.,,1447,library,9,chinese|large|library,descriptive,n/a,12,34
2897068,Where is the librarian?,,11441,librarian,4,librarian,direct-address,neutral,12,34
16901,Your comic books are on the shelf.,,6736,shelf,7,are|books|comic|on|shelf|the|your,direct-address,neutral,12,34
1525585,I grabbed a book off the shelf.,,6736,shelf,7,shelf,descriptive,n/a,12,34
2376643,I know you'll find happiness eventually.,,3337,happiness,6,happiness,direct-address,neutral,12,35
x12_20,I hope you're right.,,338,hope,4,hope|right,direct-address,neutral,12,35
4380768,"I tried to keep up with them, but eventually I fell behind.",,1471,fell,12,behind|fell|keep|them|tried|up|with,descriptive,n/a,12,35
954483,"We'll eventually find a solution to this problem, I think.",,1524,solution,10,find|problem|solution|we'll,descriptive,n/a,12,35
326120,The history class starts at nine.,,1565,starts,6,class|nine|starts,descriptive,n/a,12,36
4135112,We had a traditional church wedding.,,1572,wedding,6,church|traditional|wedding,descriptive,n/a,12,37
x12_24,Where was the reception?,,4801,reception,4,where|reception,direct-address,neutral,12,37
2547411,How was the reception?,,4801,reception,4,reception,direct-address,neutral,12,37
322896,Everybody who is anybody was present at the reception.,,4801,reception,9,present,descriptive,n/a,12,37
4665746,That budget isn't yet final.,,1579,budget,5,final|yet,descriptive,n/a,12,38
276676,No one will vote for the budget.,,1579,budget,7,vote,descriptive,n/a,12,38
4496190,My budget is tight.,,2629,tight,4,tight,descriptive,n/a,12,38
3826001,We're on a tight budget.,,2629,tight,5,a|budget|on|tight|we're,descriptive,n/a,12,38
324694,The budget must be balanced.,,5194,balanced,5,balanced,descriptive,n/a,12,38
4496189,Budget cuts are needed.,,3446,cuts,4,cuts|needed,descriptive,n/a,12,38
2548711,I'm in real estate.,,1581,estate,4,estate|real,descriptive,n/a,12,39
4502368,We have 13 retail stores.,,2736,retail,4,retail|stores,descriptive,n/a,12,39
4850092,I'm a bank employee.,,2963,employee,4,bank|employee,descriptive,n/a,12,39
256984,I'm a bank clerk.,,6858,clerk,4,clerk,descriptive,n/a,12,39
312360,She was formerly a bank clerk.,,6858,clerk,6,formerly,descriptive,n/a,12,39
49056,The company provides health care and life insurance benefits for all of its employees.,,1656,provides,14,all|and|benefits|care|company|health|its|life|provides,descriptive,n/a,12,40
4902783,They treat their employees well.,,1829,treat,5,treat,descriptive,n/a,12,40
2048410,They're part-time employees.,,1617,employees,4,part|they're|time,descriptive,n/a,12,40
x12_16,We're hiring a few more next month.,,4777,hiring,7,hiring|more,descriptive,n/a,12,40
5591231,We have a great group of employees.,,1617,employees,7,group,descriptive,n/a,12,40
5619599,We haven't laid off any employees yet.,,2665,laid,7,any|haven't|laid|off,descriptive,n/a,12,40
4902781,Our company has thirty employees.,,3749,thirty,5,company|employees|has|our|thirty,descriptive,n/a,12,40
6041,How come you know so much about Japanese history?,,1624,japanese,9,about|come|japanese|know|much|so,direct-address,informal,12,41
x12_12,It's been a hobby of mine for years.,,7470,hobby,8,hobby|mine,descriptive,n/a,12,41
3446907,You're in your prime.,,1627,prime,4,prime,direct-address,informal,12,42
1545877,It's a matter of national pride.,,3052,pride,6,matter|national,descriptive,n/a,12,43
273797,The nation as a whole is in favor of political reform.,,2831,reform,11,nation|political|reform,descriptive,n/a,12,43
6098777,Aren't you still politically active?,,6328,politically,5,active|aren't|politically,direct-address,neutral,12,43
1318674,The Prime Minister will hold a press conference tomorrow.,,1627,prime,9,hold|press|tomorrow|will,descriptive,n/a,12,43
4422209,Somebody told me that I shouldn't trust you.,,1660,somebody,8,told,direct-address,informal,12,44
1886673,What's your greatest fear?,,1679,greatest,4,fear,direct-address,neutral,12,45
x12_25,Failing those who depend on me.,,5028,depend,6,failing|depend,descriptive,n/a,12,45
1553320,What is your greatest strength?,,1679,greatest,5,strength,direct-address,neutral,12,45
1553319,What is your greatest weakness?,,5184,weakness,5,weakness,direct-address,neutral,12,45
296075,He is the greatest living artist.,,1679,greatest,6,artist,descriptive,n/a,12,45
4499847,My mom's the greatest.,,8865,mom's,4,mom's,descriptive,n/a,12,45
2243258,They mean trouble.,,1692,trouble,3,mean,descriptive,n/a,12,46
4496001,Trouble began immediately.,,1692,trouble,3,immediately,descriptive,n/a,12,46
2644166,You're in serious trouble.,,1692,trouble,4,serious,direct-address,informal,12,46
54876,Try to avoid making any more trouble.,,1692,trouble,7,avoid,direct-address,neutral,12,46
954467,We had a little trouble with the equipment yesterday.,,1692,trouble,9,equipment,descriptive,n/a,12,47
2751083,Did you have any trouble keeping up with the others?,,1692,trouble,10,keeping,direct-address,neutral,12,48
4132847,I had trouble finding my way back to my hotel last night.,,1692,trouble,12,finding|hotel,descriptive,n/a,12,49
2042850,Maybe eventually you'll decide you don't want to live here anymore.,,1700,decide,11,decide|here|live|maybe,direct-address,informal,12,50
3610556,Thank you for helping me keep out of trouble.,,1707,helping,9,helping|out|thank,direct-address,neutral,12,51
4012269,Have you been staying out of trouble?,,2743,staying,7,been|staying,direct-address,neutral,12,51
3264719,That's hardly a new concept.,,2811,hardly,5,hardly,descriptive,n/a,12,52
4495593,The concept is amazing.,,1736,concept,4,amazing,descriptive,n/a,12,52
2293249,I assume you're familiar with this concept.,,2591,assume,7,assume|familiar,direct-address,neutral,12,52
x12_23,"I've heard of it, yes.",,532,heard,5,heard|of,descriptive,n/a,12,52
898557,Some people have trouble getting their dogs to eat dog food.,,1739,dogs,11,dog|dogs|eat|food|getting|people|their,descriptive,n/a,12,53
2004798,He has no trouble climbing trees.,,5733,climbing,6,climbing|trees,descriptive,n/a,12,53
4495991,Beginners always have trouble doing this.,,12236,beginners,6,beginners,descriptive,n/a,12,53
42202,It's neither good nor bad.,,1752,neither,5,bad|good|neither,descriptive,n/a,12,54
5915933,I'm neither rich nor famous.,,1752,neither,5,famous|rich,descriptive,n/a,12,55
3737807,Could you lower the volume a little?,,1791,volume,7,lower,direct-address,neutral,12,56
4529717,Will I receive financial aid?,,1793,aid,5,aid|receive,direct-address,neutral,12,57
1655635,It's a cultural thing.,,1804,cultural,4,cultural|thing,descriptive,n/a,12,58
3071758,I don't trust this driver.,,1806,driver,5,driver,descriptive,n/a,12,59
2763252,Put your weapons on the ground!,,1833,weapons,6,ground,direct-address,formal,12,60
2886590,Throw out your weapon.,,2790,weapon,4,throw,direct-address,informal,12,60
3636400,Did you bring a weapon?,,2790,weapon,5,bring,direct-address,neutral,12,60
4872449,Is that weapon loaded?,,4610,loaded,4,loaded,direct-address,neutral,12,60
1937702,No one uses that kind of weapon anymore.,,2790,weapon,8,uses,descriptive,n/a,12,60
319450,It's against the law to carry weapons.,,1833,weapons,7,against,descriptive,n/a,12,60
4497343,No weapons were discovered.,,1839,discovered,4,discovered|were,descriptive,n/a,12,60
659328,The army had plenty of weapons.,,1942,plenty,6,army|plenty,descriptive,n/a,12,60
2944654,The export of arms was not allowed.,,4678,export,7,allowed|arms|export,descriptive,n/a,12,60
3905131,I figured I could trust you.,,3653,figured,6,could|figured|i|trust|you,direct-address,informal,12,61
1933612,I appreciate the trust you've shown in me.,,1836,appreciate,8,appreciate|shown,direct-address,formal,12,61
2247415,I smell trouble.,,3060,smell,3,smell,descriptive,n/a,12,62
3732922,This smells like trouble.,,6540,smells,4,smells,descriptive,n/a,12,62
3732923,That smells like trouble.,,6540,smells,4,like|smells|that|trouble,descriptive,n/a,12,62
2925231,You're the one causing all the trouble.,,2801,causing,7,causing,direct-address,informal,12,62
2821201,We need to be prepared for trouble.,,1858,prepared,7,be|prepared,descriptive,n/a,12,62
387453,We can't trust him because he often tells lies.,,1889,lies,9,lies|often|tells,descriptive,n/a,12,63
5916455,I've hired an assistant.,,3527,hired,4,hired,descriptive,n/a,12,64
5939657,I hired an assistant.,,3527,hired,4,an|assistant|hired|i,descriptive,n/a,12,64
2542966,I'm no longer your assistant.,,1911,assistant,5,longer,direct-address,neutral,12,64
1315783,He trusts his assistant quite a lot.,,9003,trusts,7,quite|trusts,descriptive,n/a,12,64
2406817,I submitted the application myself.,,4128,submitted,5,application|submitted,descriptive,n/a,12,64
4501593,What are their qualifications?,,8132,qualifications,4,are|qualifications|their|what,descriptive,n/a,12,64
5852940,I have trouble making decisions.,,1916,decisions,5,decisions|making,descriptive,n/a,12,65
4016656,What's the emergency code?,,1918,emergency,4,code,direct-address,neutral,12,66
2331574,I had a family emergency.,,1918,emergency,5,family,descriptive,n/a,12,66
3114021,What's the nature of your emergency?,,1918,emergency,6,nature,direct-address,formal,12,66
18803,"In case of an emergency, get in touch with my agent.",,1918,emergency,11,agent|case|touch,direct-address,formal,12,66
1890971,I'm declaring an emergency.,,8712,declaring,4,declaring,descriptive,n/a,12,66
450773,Where is the emergency exit?,,3892,exit,5,exit,direct-address,neutral,12,66
5136924,Please be prepared for emergencies.,,11772,emergencies,5,emergencies,direct-address,formal,12,66
2954481,"You don't entirely trust us, do you?",,1920,entirely,7,entirely,direct-address,neutral,12,67
2953230,My car needs a brake job.,,7347,brake,6,car|needs,descriptive,n/a,12,68
4663760,One of your brake lights is burned out.,,7347,brake,8,lights,direct-address,neutral,12,68
1860708,Hit the brakes.,,7845,brakes,3,brakes|hit,direct-address,informal,12,68
2523399,The brakes didn't work.,,7845,brakes,4,brakes|didn't|the|work,descriptive,n/a,12,68
4496165,My fuel line broke.,,1925,fuel,4,broke|fuel|line,descriptive,n/a,12,68
4915855,This car gets good gas mileage.,,10860,mileage,6,mileage,descriptive,n/a,12,68
3017152,My car gets pretty good gas mileage.,,10860,mileage,7,car|gas|gets|good|mileage|my|pretty,descriptive,n/a,12,68
2646022,My car's in the garage.,,12604,car's,5,car's,descriptive,n/a,12,68
251872,"Turn toward me, please.",,1953,toward,4,please|toward,direct-address,formal,12,69
3071614,Let's walk toward town.,,1953,toward,4,let's|town|walk,direct-address,informal,12,70
2251069,That's fantastic news.,,1978,fantastic,3,news,descriptive,n/a,12,71
4494168,The weather was fantastic.,,1978,fantastic,4,weather,descriptive,n/a,12,71
3310950,We're having a mild winter.,,5842,mild,5,mild|winter,descriptive,n/a,12,71
57666,This winter has been mild.,,5842,mild,5,been|has|mild|this|winter,descriptive,n/a,12,71
2360660,I have trouble sleeping.,,2682,sleeping,4,sleeping,descriptive,n/a,12,72
5042076,I have trouble talking about my feelings.,,1979,feelings,7,feelings|talking,descriptive,n/a,12,72
2540934,I'm having trouble concentrating.,,11888,concentrating,4,concentrating,descriptive,n/a,12,72
4400802,I never have trouble falling asleep.,,3815,asleep,6,asleep|falling,descriptive,n/a,12,72
2042617,Do you want to work at a hamburger joint all your life?,,13110,hamburger,12,hamburger,direct-address,neutral,12,73
306371,They agreed on a joint statement.,,1985,joint,6,agreed|joint|statement,descriptive,n/a,12,73
33116,Would you mind turning down the volume?,,2006,turning,7,down|mind|turning|would,direct-address,formal,12,74
1399667,The border is closed.,,2012,border,4,border|closed,descriptive,n/a,12,75
2641790,We're three hours from the border.,,2012,border,6,hours,descriptive,n/a,12,75
5529402,We have to protect our border.,,2012,border,6,protect,descriptive,n/a,12,75
4016909,How long will it be before we cross the border?,,2012,border,10,cross,direct-address,neutral,12,75
1471363,They crossed the border.,,3885,crossed,4,crossed,descriptive,n/a,12,75
3826164,They've crossed the border.,,3885,crossed,4,they've,descriptive,n/a,12,75
3820608,Canada borders the United States.,,4506,borders,5,borders|canada|states|united,descriptive,n/a,12,75
2821330,We're nowhere near the border.,,3601,nowhere,5,nowhere,descriptive,n/a,12,75
270158,Don't judge people by their appearance.,,2040,appearance,6,by|judge,direct-address,informal,12,76
982618,We shouldn't judge people based on their appearance.,,2040,appearance,8,based,descriptive,n/a,12,76
2285817,Don't let appearances fool you.,,5965,appearances,5,appearances,direct-address,neutral,12,76
2275174,Don't be fooled by appearances.,,11320,fooled,5,fooled,direct-address,neutral,12,76
3826374,I don't trust banks.,,2043,banks,4,banks,descriptive,n/a,12,77
51806,Spanish is her native language.,,2064,native,5,spanish,descriptive,n/a,12,78
296165,He returned to his native village.,,2064,native,6,returned|village,descriptive,n/a,12,78
2113398,"He was raised in the United States, but his native language is Japanese.",,2064,native,13,raised,descriptive,n/a,12,78
6125998,I'm assuming French isn't your native language.,,4739,assuming,7,assuming,direct-address,neutral,12,78
x12_29,It isn't — I'm originally from Brazil.,,2550,brazil,6,originally|brazil,descriptive,n/a,12,78
6106025,"I understand French fairly well when I read it, but I have trouble understanding spoken French.",,3308,spoken,16,spoken|understanding,descriptive,n/a,12,78
680196,Do you like ancient history?,,2081,ancient,5,ancient,direct-address,neutral,12,79
x12_13,"Yes, especially the Romans.",,7708,romans,4,especially|romans,descriptive,n/a,12,79
29419,The history of Rome is very interesting.,,3304,rome,7,interesting|rome,descriptive,n/a,12,79
319121,My father is interested in ancient history.,,2081,ancient,7,father,descriptive,n/a,12,80
3825048,I never use illegal drugs.,,2097,illegal,5,drugs,descriptive,n/a,12,81
5071285,"Of course, this is illegal.",,2097,illegal,5,course,descriptive,n/a,12,81
4900672,You weren't doing anything illegal.,,2120,weren't,5,doing|weren't,direct-address,informal,12,81
3735786,I don't engage in illegal activities.,,3831,engage,6,activities|engage,descriptive,n/a,12,81
318838,My father is paying back a huge loan on our home.,,2100,loan,11,huge|paying,descriptive,n/a,12,82
1808129,Can we save the planet?,,2105,planet,5,planet|save,direct-address,neutral,12,83
2404161,I revised my theory.,,5606,revised,4,revised,descriptive,n/a,12,84
1293182,He stuck with his own theory.,,2113,stuck,6,own|stuck,descriptive,n/a,12,84
4494103,There are several theories.,,4902,theories,4,several|theories,descriptive,n/a,12,84
2358715,I have a few theories.,,4902,theories,5,a|few|have|i|theories,descriptive,n/a,12,84
3737808,What's the golden rule?,,2137,golden,4,golden|rule,direct-address,neutral,12,85
3170757,A white van pulled up outside the house.,,2153,pulled,8,house|outside|pulled|white,descriptive,n/a,12,86
2360329,I have some information regarding this.,,2154,regarding,6,information|regarding,descriptive,n/a,12,87
258475,I neither smoke nor drink.,,2162,smoke,5,drink|smoke,descriptive,n/a,12,88
319057,My father seldom smokes.,,13153,smokes,4,smokes,descriptive,n/a,12,88
251642,My father neither smokes nor drinks.,,13153,smokes,6,drinks,descriptive,n/a,12,88
25891,Smoking is harmful to your health.,,7171,harmful,6,harmful|smoking,direct-address,neutral,12,88
4495420,Child abuse is a crime.,,2171,abuse,5,abuse|child|crime,descriptive,n/a,12,89
4529754,That's an abuse of authority.,,2171,abuse,5,authority,descriptive,n/a,12,90
2202807,You're emotional.,,2180,emotional,2,emotional,direct-address,neutral,12,91
2218482,You're very emotional.,,2180,emotional,3,emotional|very|you're,direct-address,neutral,12,91
2202891,We're frightened.,,9653,frightened,2,frightened,descriptive,n/a,12,91
1293040,She'd never been so frightened.,,9653,frightened,5,she'd,descriptive,n/a,12,91
5057507,This is a great facility.,,2464,facility,5,facility|great,descriptive,n/a,12,92
2082274,Our town has excellent sports facilities.,,2183,facilities,6,excellent|facilities|sports,descriptive,n/a,12,92
63324,A fox is a wild animal.,,2185,fox,6,animal,descriptive,n/a,12,93
249505,We tried to trap the fox.,,4069,trap,6,trap,descriptive,n/a,12,93
544111,They trapped the fox.,,5180,trapped,4,trapped,descriptive,n/a,12,93
x12_34,"It got away, though.",,291,though,4,got|away,descriptive,n/a,12,93
305596,They hunted foxes.,,13450,foxes,3,foxes|hunted,descriptive,n/a,12,93
425812,Foxes are wild animals.,,13450,foxes,4,animals|wild,descriptive,n/a,12,93
42268,That's altogether wrong.,,6164,altogether,3,altogether,descriptive,n/a,12,94
2450049,This is altogether different.,,6164,altogether,4,different,descriptive,n/a,12,94
4664154,This contract is totally ridiculous.,,3229,ridiculous,5,contract|totally,descriptive,n/a,12,94
4496733,What a ridiculous comparison!,,3229,ridiculous,4,comparison,descriptive,n/a,12,94
4493965,The difference is substantial.,,4065,substantial,4,difference|substantial,descriptive,n/a,12,94
4493799,These kinds of problems are relatively rare.,,2925,kinds,7,kinds|rare|these,descriptive,n/a,12,94
4012188,It's relatively simple to use.,,2209,relatively,5,simple|use,descriptive,n/a,12,94
6451950,The exam was relatively easy.,,4523,exam,5,exam,descriptive,n/a,12,94
5109262,We all need to live life to the fullest.,,12766,fullest,9,fullest,descriptive,n/a,12,94
1801782,I lack confidence.,,2227,confidence,3,confidence|lack,descriptive,n/a,12,95
4666948,Don't lose confidence.,,2227,confidence,3,lose,direct-address,neutral,12,95
4502488,It just takes confidence.,,2227,confidence,4,takes,descriptive,n/a,12,95
2291583,I admire your confidence.,,7131,admire,4,admire,direct-address,neutral,12,95
4496076,They should blame themselves.,,2310,blame,4,themselves,descriptive,n/a,12,96
50576,Don't blame the guide.,,2310,blame,4,guide,direct-address,neutral,12,97
4666281,Both parties are to blame.,,2310,blame,5,parties,descriptive,n/a,12,97
4666698,Both sides are to blame.,,2310,blame,5,sides,descriptive,n/a,12,97
71300,I can't blame you for breaking your promise.,,2310,blame,8,breaking|promise,direct-address,neutral,12,97
325569,I don't blame you for putting off our trip.,,2310,blame,9,putting,direct-address,neutral,12,97
3735022,Be careful not to blame the wrong person.,,2499,careful,8,careful|person|wrong,direct-address,neutral,12,97
3330504,I don't blame you for not wanting to go.,,3072,wanting,9,go|wanting,direct-address,neutral,12,97
2057804,I certainly don't blame you.,,2310,blame,5,certainly,direct-address,neutral,12,98
4664884,Don't blame me for what happens.,,2310,blame,6,happens,direct-address,neutral,12,99
5916627,I've filed for divorce.,,3828,divorce,4,divorce,descriptive,n/a,12,100
4496862,I'm seriously considering filing for divorce.,,6393,filing,6,considering|filing|seriously,descriptive,n/a,12,100
x12_41,Are you sure that's what you want?,,197,sure,7,sure|want,direct-address,neutral,12,100
2057847,The boss is looking for someone to blame.,,2310,blame,8,boss|looking,descriptive,n/a,12,100
3905051,I was a fool to trust you.,,4312,fool,7,fool,direct-address,neutral,12,100
2718561,I should've known not to trust you.,,6029,should've,7,known,direct-address,informal,12,100
549979,I don't blame you for the accident. It wasn't your fault.,,2310,blame,11,accident|fault,direct-address,neutral,12,101
464739,Bob became a minister.,,2311,bob,4,became|bob,descriptive,n/a,12,102
1887332,I had a vision.,,2354,vision,4,vision,descriptive,n/a,12,103
3725649,I just had a vision.,,2354,vision,5,a|had|i|just|vision,descriptive,n/a,12,103
28526,I had a nightmare.,,5143,nightmare,4,a|had|i|nightmare,descriptive,n/a,12,103
6098516,My worst nightmare is coming true.,,5143,nightmare,6,true|worst,descriptive,n/a,12,103
4500094,I have nightmares.,,9783,nightmares,3,nightmares,descriptive,n/a,12,103
1449175,Do you have nightmares?,,9783,nightmares,4,do|have|nightmares|you,direct-address,neutral,12,103
5618992,We have nobody to blame but ourselves.,,2381,ourselves,7,nobody|ourselves,descriptive,n/a,12,104
530769,He sat next to the stream.,,2387,stream,6,next|sat|stream,descriptive,n/a,12,105
300675,He sat at the edge of the stream.,,2387,stream,8,edge,descriptive,n/a,12,105
4251097,I'm not trying to stir up trouble. I'm just telling you what I heard.,,7311,stir,14,telling,direct-address,neutral,12,106
2248980,It'll cause trouble.,,2564,it'll,3,cause|it'll,descriptive,n/a,12,106
2252630,There'll be trouble.,,13494,there'll,3,there'll,descriptive,n/a,12,106
3722519,I'm in desperate trouble.,,4090,desperate,4,desperate,descriptive,n/a,12,106
17402,You'll get into trouble if your girlfriend finds out the truth.,,2423,finds,11,finds|girlfriend|into|truth,direct-address,informal,12,106
1187881,I spoke with the minister myself.,,2445,spoke,6,spoke,descriptive,n/a,12,107
2251270,That's the maximum.,,2471,maximum,3,maximum,descriptive,n/a,12,108
306197,They offered assistance.,,2494,assistance,3,offered,descriptive,n/a,12,109
1069870,I need medical assistance.,,2494,assistance,4,medical,descriptive,n/a,12,110
895418,Can we provide assistance?,,2494,assistance,4,provide,direct-address,neutral,12,111
2951767,Do you require any further assistance?,,2494,assistance,6,further,direct-address,formal,12,112
296986,He won the third prize.,,2529,prize,5,third,descriptive,n/a,12,113
73468,Ten teams competed for the prize.,,12378,competed,6,competed|teams,descriptive,n/a,12,113
252480,I competed with him for the first prize.,,12378,competed,8,competed|first|for|him|i|prize|the|with,descriptive,n/a,12,113
308355,She stands a good chance of winning the prize.,,2529,prize,9,chance|stands|winning,descriptive,n/a,12,113
3733998,This is a typical blog.,,2542,typical,5,typical,descriptive,n/a,12,114
3575468,"Hey, I need a favor.",,2556,favor,5,hey,direct-address,informal,12,115
